club_name,player_name,age,position,club_involved_name,fee,transfer_type,transfer_movement,transfer_period,fee_cleaned,year,season
West Ham United,Tony Gale,34,Centre-Back,Blackburn,free transfer,Transfer,out,Summer,0,1994,1994/1995
West Ham United,Matt Holland,20,Central Midfield,Bournemouth,free transfer,Transfer,out,Summer,0,1994,1994/1995
West Ham United,Darren Currie,19,midfield,Shrewsbury,loan transfer,Loan,out,Summer,NA,1994,1994/1995
West Ham United,David Burrows,25,Left-Back,Everton,?,Transfer,out,Summer,NA,1994,1994/1995
West Ham United,Trevor Morley,34,Centre-Forward,Brann,loan transfer,Loan,out,Summer,NA,1994,1994/1995
West Ham United,Jeroen Boere,26,Centre-Forward,West Brom,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Manchester City,Nicky Summerbee,22,Right Midfield,Swindon Town,€2.25m,Transfer,in,Summer,2.25,1994,1994/1995
Manchester City,Simon Tracey,26,Goalkeeper,Sheff Utd,loan transfer,Loan,in,Summer,NA,1994,1994/1995
Manchester City,Ray Kelly,17,Centre-Forward,Athlone Town,?,Transfer,in,Summer,NA,1994,1994/1995
Manchester City,Lee Crooks,16,Defensive Midfield,Man City U18,-,Transfer,in,Summer,NA,1994,1994/1995
Manchester City,Jeff Whitley,15,Defensive Midfield,Man City U18,-,Transfer,in,Summer,NA,1994,1994/1995
Manchester City,David Crawley,17,Left-Back,Man City U18,-,Transfer,in,Summer,NA,1994,1994/1995
Manchester City,Martyn Margetson,23,Goalkeeper,Luton,"End of loanMay 1, 1995",Loan,in,Summer,NA,1994,1994/1995
Manchester City,Fitzroy Simpson,25,Right Midfield,Bristol City,"End of loanMay 31, 1995",Loan,in,Summer,NA,1994,1994/1995
Manchester City,Michael Quigley,24,midfield,Wrexham,"End of loanMay 31, 1995",Loan,in,Summer,NA,1994,1994/1995
Manchester City,David Rocastle,27,Attacking Midfield,Chelsea,€1.48m,Transfer,out,Summer,1.48,1994,1994/1995
Manchester City,Mike Sheron,22,Centre-Forward,Norwich,€1.38m,Transfer,out,Summer,1.38,1994,1994/1995
Manchester City,Steffen Karl,24,Defensive Midfield,FC Sion,free transfer,Transfer,out,Summer,0,1994,1994/1995
Manchester City,Alfons Groenendijk,30,Defensive Midfield,Sparta R.,?,Transfer,out,Summer,NA,1994,1994/1995
Manchester City,Fitzroy Simpson,24,Right Midfield,Bristol City,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Southampton FC,Bruce Grobbelaar,36,Goalkeeper,Liverpool,free transfer,Transfer,in,Summer,0,1994,1994/1995
Southampton FC,Peter Whiston,26,Centre-Back,Exeter City,€38Th.,Transfer,in,Summer,0.038,1994,1994/1995
Southampton FC,Ronnie Ekelund,22,Left Midfield,Barcelona B,loan transfer,Loan,in,Summer,NA,1994,1994/1995
Southampton FC,Nicky Banger,23,Centre-Forward,Oldham Athletic,€300Th.,Transfer,out,Summer,0.3,1994,1994/1995
Southampton FC,Steve Wood,31,Centre-Back,Oxford United,free transfer,Transfer,out,Summer,0,1994,1994/1995
Southampton FC,Micky Adams,32,Left-Back,Fulham,free transfer,Transfer,out,Summer,0,1994,1994/1995
Southampton FC,Kevin Moore,36,defence,Fulham,free transfer,Transfer,out,Summer,0,1994,1994/1995
Southampton FC,Martin Thomas,20,Central Midfield,Fulham,free transfer,Transfer,out,Summer,0,1994,1994/1995
Southampton FC,Ian Andrews,29,Goalkeeper,Bournemouth,?,Transfer,out,Summer,NA,1994,1994/1995
Southampton FC,Terry Hurlock,35,Central Midfield,Fulham,?,Transfer,out,Summer,NA,1994,1994/1995
Southampton FC,Lee Powell,21,attack,Unknown,?,Transfer,out,Summer,NA,1994,1994/1995
Southampton FC,Colin Cramb,20,Centre-Forward,Falkirk,?,Transfer,out,Summer,NA,1994,1994/1995
Southampton FC,Rory Hamill,18,Centre-Forward,Fulham,?,Transfer,out,Summer,NA,1994,1994/1995
Blackburn Rovers,Chris Sutton,21,Centre-Forward,Norwich,€7.50m,Transfer,in,Summer,7.5,1994,1994/1995
Blackburn Rovers,Shay Given,18,Goalkeeper,Celtic,free transfer,Transfer,in,Summer,0,1994,1994/1995
Blackburn Rovers,Tony Gale,34,Centre-Back,West Ham,free transfer,Transfer,in,Summer,0,1994,1994/1995
Blackburn Rovers,Robbie Slater,29,Central Midfield,Lens,?,Transfer,in,Summer,NA,1994,1994/1995
Blackburn Rovers,Marlon Broomes,16,Centre-Back,Blackburn U18,-,Transfer,in,Summer,NA,1994,1994/1995
Blackburn Rovers,Wayne Gill,18,midfield,Blackburn U18,-,Transfer,in,Summer,NA,1994,1994/1995
Blackburn Rovers,Thomas Morgan,17,Defensive Midfield,Blackburn U18,-,Transfer,in,Summer,NA,1994,1994/1995
Blackburn Rovers,David May,24,Centre-Back,Man Utd,€2.10m,Transfer,out,Summer,2.1,1994,1994/1995
Blackburn Rovers,Simon Ireland,22,midfield,Mansfield Town,€76Th.,Transfer,out,Summer,0.076,1994,1994/1995
Blackburn Rovers,Andy Morrison,23,Centre-Back,Blackpool,?,Transfer,out,Summer,NA,1994,1994/1995
Blackburn Rovers,Kevin Moran,38,Centre-Back,Retired,-,Transfer,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Ilie Dumitrescu,25,Left Winger,Steaua Bucharest,€3.70m,Transfer,in,Summer,3.7,1994,1994/1995
Tottenham Hotspur,Gheorghe Popescu,26,Centre-Back,PSV Eindhoven,€2.90m,Transfer,in,Summer,2.9,1994,1994/1995
Tottenham Hotspur,Jürgen Klinsmann,29,Centre-Forward,Monaco,€2.75m,Transfer,in,Summer,2.75,1994,1994/1995
Tottenham Hotspur,Owen Coll,18,Centre-Back,Enfield FC,?,Transfer,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Steve Slade,18,attack,Tottenham Res.,-,Transfer,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Gerry McMahon,21,Central Midfield,Tottenham Res.,-,Transfer,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Jamie Clapham,18,Left-Back,Spurs U18,-,Transfer,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Gudni Bergsson,29,Centre-Back,Valur,"End of loanOct 1, 1994",Loan,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Andy Turner,19,midfield,Wycombe,"End of loanOct 9, 1994",Loan,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Kevin Scott,28,Centre-Back,Port Vale,"End of loanMay 31, 1995",Loan,in,Summer,NA,1994,1994/1995
Tottenham Hotspur,Darren Grogan,19,midfield,Leixões,free transfer,Transfer,out,Summer,0,1994,1994/1995
Tottenham Hotspur,Andy Quy,17,Goalkeeper,Derby,free transfer,Transfer,out,Summer,0,1994,1994/1995
Tottenham Hotspur,Neil Young,20,Right-Back,Bournemouth,free transfer,Transfer,out,Summer,0,1994,1994/1995
Tottenham Hotspur,Lee Hodges,20,Left Midfield,Barnet,free transfer,Transfer,out,Summer,0,1994,1994/1995
Tottenham Hotspur,Stephen Robinson,19,Attacking Midfield,Bournemouth,free transfer,Transfer,out,Summer,0,1994,1994/1995
Tottenham Hotspur,Andy Turner,19,midfield,Doncaster,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Andy Turner,19,midfield,Wycombe,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Vinny Samways,25,Central Midfield,Everton,?,Transfer,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Paul Moran,26,attack,Peterborough,?,Transfer,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Jeff Minton,20,midfield,Brighton,?,Transfer,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Peter Beadle,22,attack,Watford,?,Transfer,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,John Hendry,24,Centre-Forward,Swansea,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Tottenham Hotspur,Gerry McMahon,20,Central Midfield,Barnet,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Liverpool FC,Phil Babb,23,Centre-Back,Coventry,€5.43m,Transfer,in,Summer,5.43,1994,1994/1995
Liverpool FC,John Scales,28,Centre-Back,Wimbledon FC,€4.10m,Transfer,in,Summer,4.1,1994,1994/1995
Liverpool FC,Michael Stensgaard,19,Goalkeeper,Hvidovre,€480Th.,Transfer,in,Summer,0.48,1994,1994/1995
Liverpool FC,Paul Stewart,30,Defensive Midfield,Burnley,"End of loanMay 31, 1995",Loan,in,Summer,NA,1994,1994/1995
Liverpool FC,Don Hutchison,19,Attacking Midfield,West Ham,€2.25m,Transfer,out,Summer,2.25,1994,1994/1995
Liverpool FC,Julian Dicks,26,Left-Back,West Ham,€1.50m,Transfer,out,Summer,1.5,1994,1994/1995
Liverpool FC,Scott Paterson,22,Centre-Back,Bristol City,free transfer,Transfer,out,Summer,0,1994,1994/1995
Liverpool FC,Bruce Grobbelaar,36,Goalkeeper,Southampton,free transfer,Transfer,out,Summer,0,1994,1994/1995
Liverpool FC,Ronnie Whelan,32,Left Midfield,Southend United,free transfer,Transfer,out,Summer,0,1994,1994/1995
Liverpool FC,Paul Stewart,29,Defensive Midfield,Wolves,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Liverpool FC,Mark Walters,30,Left Midfield,Wolves,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Liverpool FC,Torben Piechnik,31,Centre-Back,Aarhus GF,?,Transfer,out,Summer,NA,1994,1994/1995
Everton FC,Daniel Amokachi,21,Centre-Forward,Club Brugge,€3.50m,Transfer,in,Summer,3.5,1994,1994/1995
Everton FC,Gary Rowett,20,Right-Back,Cambridge Utd.,€280Th.,Transfer,in,Summer,0.28,1994,1994/1995
Everton FC,Vinny Samways,25,Central Midfield,Spurs,?,Transfer,in,Summer,NA,1994,1994/1995
Everton FC,David Burrows,25,Left-Back,West Ham,?,Transfer,in,Summer,NA,1994,1994/1995
Everton FC,Ian Durrant,27,Attacking Midfield,Rangers,loan transfer,Loan,in,Summer,NA,1994,1994/1995
Everton FC,Alex Smith,18,Left-Back,Everton U18,-,Transfer,in,Summer,NA,1994,1994/1995
Everton FC,Neil Moore,22,defence,Oldham Athletic,"End of loanMay 31, 1995",Loan,in,Summer,NA,1994,1994/1995
Everton FC,Gary Rowett,21,Right-Back,Blackpool,"End of loanMay 1, 1995",Loan,in,Summer,NA,1994,1994/1995
Everton FC,Jason Kearton,25,Goalkeeper,Notts County,"End of loanMay 31, 1995",Loan,in,Summer,NA,1994,1994/1995
Everton FC,Robert Warzycha,30,Right Winger,Pécsi MFC,free transfer,Transfer,out,Summer,0,1994,1994/1995
Everton FC,John Doolan,20,Central Midfield,Mansfield Town,?,Transfer,out,Summer,NA,1994,1994/1995
Everton FC,Chris Priest,20,Central Midfield,Chester City,?,Transfer,out,Summer,NA,1994,1994/1995
Everton FC,Preki,31,Attacking Midfield,Portsmouth,?,Transfer,out,Summer,NA,1994,1994/1995
Everton FC,Mark Ward,31,Left-Back,Birmingham,?,Transfer,out,Summer,NA,1994,1994/1995
Everton FC,Tony Cottee,29,Centre-Forward,West Ham,?,Transfer,out,Summer,NA,1994,1994/1995
Everton FC,Neil Moore,21,defence,Blackpool,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Everton FC,Ian Snodin,31,Right-Back,Sunderland,loan transfer,Loan,out,Summer,NA,1994,1994/1995
Ipswich Town,Chris Swailes,24,Centre-Back,Doncaster,€338Th.,Transfer,in,Winter,0.338,1994,1994/1995
Ipswich Town,Lee Chapman,35,Centre-Forward,West Ham,€88Th.,Transfer,in,Winter,0.088,1994,1994/1995
Ipswich Town,Eddie Youds,24,Centre-Back,Bradford,"End of loanMar 16, 1995",Loan,in,Winter,NA,1994,1994/1995
Ipswich Town,Chris Kiwomya,25,Centre-Forward,Arsenal,€2.25m,Transfer,out,Winter,2.25,1994,1994/1995
Ipswich Town,Eddie Youds,24,Centre-Back,Bradford,€200Th.,Transfer,out,Winter,0.2,1994,1994/1995
Ipswich Town,Neil Gregory,22,Centre-Forward,Scunthorpe Utd.,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Ipswich Town,David Gregory,24,midfield,Hereford Utd.,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Ipswich Town,Eddie Youds,24,Centre-Back,Bradford,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Norwich City,Simon Tracey,27,Goalkeeper,Sheff Utd,loan transfer,Loan,in,Winter,NA,1994,1994/1995
Norwich City,Ashley Ward,24,Centre-Forward,Crewe Alexandra,?,Transfer,in,Winter,NA,1994,1994/1995
Norwich City,Ade Akinbiyi,20,Centre-Forward,Brighton,"End of loanDec 1, 1994",Loan,in,Winter,NA,1994,1994/1995
Norwich City,Mark Robins,25,Centre-Forward,Leicester,€1.25m,Transfer,out,Winter,1.25,1994,1994/1995
Norwich City,Ian Culverhouse,30,Right-Back,Swindon Town,€315Th.,Transfer,out,Winter,0.315,1994,1994/1995
Norwich City,Ade Akinbiyi,20,Centre-Forward,Brighton,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Queens Park Rangers,Devon White,30,attack,Notts County,€139Th.,Transfer,out,Winter,0.139,1994,1994/1995
Queens Park Rangers,Dennis Bailey,29,attack,Brentford,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Queens Park Rangers,Marvin Bryan,19,midfield,Doncaster,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Sheffield Wednesday,Guy Whittingham,30,Centre-Forward,Aston Villa,€1.00m,Transfer,in,Winter,1,1994,1994/1995
Sheffield Wednesday,O'Neill Donaldson,25,Centre-Forward,Doncaster,€57Th.,Transfer,in,Winter,0.057,1994,1994/1995
Sheffield Wednesday,Ian Taylor,26,Defensive Midfield,Aston Villa,€1.50m,Transfer,out,Winter,1.5,1994,1994/1995
Sheffield Wednesday,Gordon Watson,23,Centre-Forward,Southampton,€1.45m,Transfer,out,Winter,1.45,1994,1994/1995
Leicester City,Mark Robins,25,Centre-Forward,Norwich,€1.25m,Transfer,in,Winter,1.25,1994,1994/1995
Leicester City,Garry Parker,29,Central Midfield,Aston Villa,€450Th.,Transfer,in,Winter,0.45,1994,1994/1995
Leicester City,Mike Galloway,29,Centre-Back,Celtic,loan transfer,Loan,in,Winter,NA,1994,1994/1995
Leicester City,Steve Agnew,29,Central Midfield,Sunderland,€375Th.,Transfer,out,Winter,0.375,1994,1994/1995
Leicester City,Russell Hoult,22,Goalkeeper,Derby,€300Th.,Transfer,out,Winter,0.3,1994,1994/1995
Leicester City,Franz Carr,28,Right Winger,Aston Villa,€300Th.,Transfer,out,Winter,0.3,1994,1994/1995
Leicester City,Steve Thompson,30,midfield,Burnley,€250Th.,Transfer,out,Winter,0.25,1994,1994/1995
Leicester City,Ian Ormondroyd,30,attack,Hull City,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Leicester City,David Oldfield,26,Left Midfield,Millwall,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Leicester City,Mike Galloway,29,Centre-Back,Celtic,"End of loanMay 4, 1995",Loan,out,Winter,NA,1994,1994/1995
Wimbledon FC,Öyvind Leonhardsen,24,Attacking Midfield,Rosenborg,€975Th.,Transfer,in,Winter,0.975,1994,1994/1995
Wimbledon FC,Kenny Cunningham,23,Centre-Back,Millwall,€900Th.,Transfer,in,Winter,0.9,1994,1994/1995
Wimbledon FC,Jon Goodman,23,Centre-Forward,Millwall,€650Th.,Transfer,in,Winter,0.65,1994,1994/1995
Wimbledon FC,Peter Shilton,45,Goalkeeper,Plymouth,free transfer,Transfer,in,Winter,0,1994,1994/1995
Wimbledon FC,Peter Shilton,45,Goalkeeper,Bolton,free transfer,Transfer,out,Winter,0,1994,1994/1995
Wimbledon FC,Aidan Newhouse,22,attack,Portsmouth,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Coventry City,David Burrows,26,Left-Back,Everton,€1.65m,Transfer,in,Winter,1.65,1994,1994/1995
Coventry City,John Filan,24,Goalkeeper,Cambridge Utd.,€600Th.,Transfer,in,Winter,0.6,1994,1994/1995
Coventry City,Mike Marsh,25,Central Midfield,West Ham,€550Th.,Transfer,in,Winter,0.55,1994,1994/1995
Coventry City,Kevin Richardson,32,Central Midfield,Aston Villa,€380Th.,Transfer,in,Winter,0.38,1994,1994/1995
Coventry City,Nigel Jemson,25,attack,Notts County,loan transfer,Loan,in,Winter,NA,1994,1994/1995
Coventry City,John Williams,26,Centre-Forward,Notts County,"End of loanDec 1, 1994",Loan,in,Winter,NA,1994,1994/1995
Coventry City,John Williams,26,Centre-Forward,Stoke City,"End of loanFeb 1, 1995",Loan,in,Winter,NA,1994,1994/1995
Coventry City,Paul Williams,25,defence,Huddersfield,"End of loanDec 17, 1994",Loan,in,Winter,NA,1994,1994/1995
Coventry City,John Williams,26,Centre-Forward,Stoke City,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Coventry City,John Williams,26,Centre-Forward,Swansea,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Coventry City,Paul Williams,25,defence,Huddersfield,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Coventry City,Paul Williams,25,defence,Huddersfield,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Manchester United,Andy Cole,23,Centre-Forward,Newcastle,€9.60m,Transfer,in,Winter,9.6,1994,1994/1995
Manchester United,Grant Brebner,17,Defensive Midfield,Man Utd U18,-,Transfer,in,Winter,NA,1994,1994/1995
Manchester United,David Beckham,19,Right Midfield,Preston,"End of loanMar 31, 1995",Loan,in,Winter,NA,1994,1994/1995
Manchester United,Keith Gillespie,19,Right Midfield,Newcastle,€1.50m,Transfer,out,Winter,1.5,1994,1994/1995
Manchester United,David Beckham,19,Right Midfield,Preston,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Manchester United,Giuliano Maiorana,25,Left Winger,Ljungskile,?,Transfer,out,Winter,NA,1994,1994/1995
Crystal Palace,Iain Dowie,30,Centre-Forward,Southampton,€500Th.,Transfer,in,Winter,0.5,1994,1994/1995
Crystal Palace,Ray Houghton,33,Central Midfield,Aston Villa,€359Th.,Transfer,in,Winter,0.359,1994,1994/1995
Crystal Palace,Tony Scully,18,midfield,Bournemouth,"End of loanNov 1, 1994",Loan,in,Winter,NA,1994,1994/1995
Crystal Palace,Paul Williams,29,attack,Sunderland,"End of loanFeb 19, 1995",Loan,in,Winter,NA,1994,1994/1995
Crystal Palace,Paul Williams,29,attack,Birmingham,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Crystal Palace,Paul Williams,29,attack,Sunderland,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Crystal Palace,Jamie Vincent,19,Left-Back,Bournemouth,€40Th.,Transfer,out,Winter,0.04,1994,1994/1995
Crystal Palace,Jason Harris,18,attack,Dover Athletic,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Newcastle United,Keith Gillespie,19,Right Midfield,Man Utd,€1.50m,Transfer,in,Winter,1.5,1994,1994/1995
Newcastle United,Jim Crawford,21,Right Midfield,Bohemians,free transfer,Transfer,in,Winter,0,1994,1994/1995
Newcastle United,Andy Cole,23,Centre-Forward,Man Utd,€9.60m,Transfer,out,Winter,9.6,1994,1994/1995
Newcastle United,Steve Guppy,25,Left Winger,Port Vale,€250Th.,Transfer,out,Winter,0.25,1994,1994/1995
Newcastle United,Mike Hooper,30,Goalkeeper,Sunderland,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Nottingham Forest,Craig Armstrong,19,Left-Back,Burnley,"End of loanJan 1, 1995",Loan,in,Winter,NA,1994,1994/1995
Nottingham Forest,Brian Laws,33,Right-Back,Grimsby Town,free transfer,Transfer,out,Winter,0,1994,1994/1995
Nottingham Forest,Craig Armstrong,19,Left-Back,Burnley,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Nottingham Forest,Kingsley Black,26,Left Midfield,Sheff Utd,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Nottingham Forest,Carl Tiler,24,Centre-Back,Swindon Town,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Arsenal FC,John Hartson,19,Centre-Forward,Luton,€3.75m,Transfer,in,Winter,3.75,1994,1994/1995
Arsenal FC,Chris Kiwomya,25,Centre-Forward,Ipswich,€2.25m,Transfer,in,Winter,2.25,1994,1994/1995
Arsenal FC,Glenn Helder,26,Left Winger,Vitesse,?,Transfer,in,Winter,NA,1994,1994/1995
Arsenal FC,Jimmy Carter,29,Right Winger,Oxford United,"End of loanDec 31, 1994",Loan,in,Winter,NA,1994,1994/1995
Arsenal FC,Paul Davis,33,Central Midfield,Stabæk Fotball,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Arsenal FC,Jimmy Carter,29,Right Winger,Oxford United,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Arsenal FC,Paul Shaw,21,Centre-Forward,Burnley,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Chelsea FC,Neil Shipperley,20,Centre-Forward,Watford,"End of loanDec 31, 1994",Loan,in,Winter,NA,1994,1994/1995
Chelsea FC,Darren Barnard,23,Left-Back,Reading,"End of loanDec 18, 1994",Loan,in,Winter,NA,1994,1994/1995
Chelsea FC,Neil Shipperley,20,Centre-Forward,Southampton,€1.75m,Transfer,out,Winter,1.75,1994,1994/1995
Chelsea FC,Neil Shipperley,20,Centre-Forward,Watford,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Chelsea FC,Darren Barnard,22,Left-Back,Reading,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Chelsea FC,Alan Judge,34,Goalkeeper,Hereford Utd.,"End of loanDec 31, 1994",Loan,out,Winter,NA,1994,1994/1995
Aston Villa,Tommy Johnson,23,Centre-Forward,Derby,€2.18m,Transfer,in,Winter,2.18,1994,1994/1995
Aston Villa,Alan Wright,23,Left-Back,Blackburn,€1.50m,Transfer,in,Winter,1.5,1994,1994/1995
Aston Villa,Ian Taylor,26,Defensive Midfield,Sheff Wed,€1.50m,Transfer,in,Winter,1.5,1994,1994/1995
Aston Villa,Franz Carr,28,Right Winger,Leicester,€300Th.,Transfer,in,Winter,0.3,1994,1994/1995
Aston Villa,Gary Charles,24,Right-Back,Derby,?,Transfer,in,Winter,NA,1994,1994/1995
Aston Villa,Earl Barrett,27,Right-Back,Everton,€2.50m,Transfer,out,Winter,2.5,1994,1994/1995
Aston Villa,Guy Whittingham,30,Centre-Forward,Sheff Wed,€1.00m,Transfer,out,Winter,1,1994,1994/1995
Aston Villa,Garry Parker,29,Central Midfield,Leicester,€450Th.,Transfer,out,Winter,0.45,1994,1994/1995
Aston Villa,Kevin Richardson,32,Central Midfield,Coventry,€380Th.,Transfer,out,Winter,0.38,1994,1994/1995
Aston Villa,Ray Houghton,33,Central Midfield,Crystal Palace,€359Th.,Transfer,out,Winter,0.359,1994,1994/1995
Aston Villa,Chris Boden,21,defence,Derby,€188Th.,Transfer,out,Winter,0.188,1994,1994/1995
Aston Villa,Gareth Farrelly,19,Left Midfield,Rotherham,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Leeds United,Anthony Yeboah,28,Centre-Forward,E. Frankfurt,Loan fee:€1.00m,Loan,in,Winter,1,1994,1994/1995
Leeds United,Jason Blunt,17,Central Midfield,Leeds U18,-,Transfer,in,Winter,NA,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Torquay,"End of loanJan 1, 1995",Loan,in,Winter,NA,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Torquay,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Halifax Town,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Leeds United,Jamie Forrester,20,Left Winger,Grimsby Town,loan transfer,Loan,out,Winter,NA,1994,1994/1995
West Ham United,Michael Hughes,23,Attacking Midfield,R. Strasbourg,free transfer,Transfer,in,Winter,0,1994,1994/1995
West Ham United,Les Sealey,37,Goalkeeper,Blackpool,free transfer,Transfer,in,Winter,0,1994,1994/1995
West Ham United,Dieter Eckstein,30,Centre-Forward,FC Schalke 04,?,Transfer,in,Winter,NA,1994,1994/1995
West Ham United,Jeroen Boere,27,Centre-Forward,West Brom,"End of loanDec 31, 1994",Loan,in,Winter,NA,1994,1994/1995
West Ham United,Lee Chapman,35,Centre-Forward,Southend United,"End of loanJan 18, 1995",Loan,in,Winter,NA,1994,1994/1995
West Ham United,Mike Marsh,25,Central Midfield,Coventry,€550Th.,Transfer,out,Winter,0.55,1994,1994/1995
West Ham United,Lee Chapman,35,Centre-Forward,Ipswich,€88Th.,Transfer,out,Winter,0.088,1994,1994/1995
West Ham United,Ian Feuer,23,Goalkeeper,Peterborough,loan transfer,Loan,out,Winter,NA,1994,1994/1995
West Ham United,Simon Webster,31,defence,Oldham Athletic,loan transfer,Loan,out,Winter,NA,1994,1994/1995
West Ham United,Lee Chapman,35,Centre-Forward,Southend United,loan transfer,Loan,out,Winter,NA,1994,1994/1995
West Ham United,Dale Gordon,27,Right Midfield,Peterborough,?,Transfer,out,Winter,NA,1994,1994/1995
Manchester City,Maurizio Gaudino,28,Central Midfield,E. Frankfurt,Loan fee:€250Th.,Loan,in,Winter,0.25,1994,1994/1995
Manchester City,John Burridge,43,Goalkeeper,Falkirk,free transfer,Transfer,in,Winter,0,1994,1994/1995
Manchester City,Steve McMahon,33,Central Midfield,Swindon Town,free transfer,Transfer,out,Winter,0,1994,1994/1995
Manchester City,Alan Kernaghan,27,Centre-Back,Bolton,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Manchester City,Martyn Margetson,23,Goalkeeper,Luton,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Manchester City,Michael Quigley,24,midfield,Wrexham,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Manchester City,Simon Tracey,27,Goalkeeper,Sheff Utd,"End of loanDec 30, 1994",Loan,out,Winter,NA,1994,1994/1995
Southampton FC,Neil Shipperley,20,Centre-Forward,Chelsea,€1.75m,Transfer,in,Winter,1.75,1994,1994/1995
Southampton FC,Gordon Watson,23,Centre-Forward,Sheff Wed,€1.45m,Transfer,in,Winter,1.45,1994,1994/1995
Southampton FC,Christer Warren,20,midfield,Cheltenham,€50Th.,Transfer,in,Winter,0.05,1994,1994/1995
Southampton FC,Paul Allen,32,Right Midfield,Luton,"End of loanDec 31, 1994",Loan,in,Winter,NA,1994,1994/1995
Southampton FC,Jeff Kenna,24,Right-Back,Blackburn,€2.25m,Transfer,out,Winter,2.25,1994,1994/1995
Southampton FC,Iain Dowie,30,Centre-Forward,Crystal Palace,€500Th.,Transfer,out,Winter,0.5,1994,1994/1995
Southampton FC,Neal Bartlett,19,midfield,Unknown,free transfer,Transfer,out,Winter,0,1994,1994/1995
Southampton FC,Paul Allen,32,Right Midfield,Luton,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Southampton FC,Paul Allen,32,Right Midfield,Stoke City,loan transfer,Loan,out,Winter,NA,1994,1994/1995
Blackburn Rovers,Jeff Kenna,24,Right-Back,Southampton,€2.25m,Transfer,in,Winter,2.25,1994,1994/1995
Blackburn Rovers,Richard Witschge,25,Central Midfield,G. Bordeaux,loan transfer,Loan,in,Winter,NA,1994,1994/1995
Blackburn Rovers,Alan Wright,23,Left-Back,Aston Villa,€1.50m,Transfer,out,Winter,1.5,1994,1994/1995
Blackburn Rovers,Peter Thorne,21,Centre-Forward,Swindon Town,€340Th.,Transfer,out,Winter,0.34,1994,1994/1995
Blackburn Rovers,Richard Brown,28,Right-Back,Stockport,?,Transfer,out,Winter,NA,1994,1994/1995
Blackburn Rovers,Matt Dickins,24,Goalkeeper,Stockport,?,Transfer,out,Winter,NA,1994,1994/1995
Tottenham Hotspur,Gerry McMahon,21,Central Midfield,Barnet,"End of loanApr 20, 1995",Loan,in,Winter,NA,1994,1994/1995
