club_name,player_name,age,position,club_involved_name,fee,transfer_type,transfer_movement,transfer_period,fee_cleaned,year,season
Sheffield Wednesday,Andy Sinton,27,Left Midfield,QPR,€3.35m,Transfer,in,Summer,3.35,1993,1993/1994
Sheffield Wednesday,Des Walker,27,Centre-Back,Sampdoria,€3.00m,Transfer,in,Summer,3,1993,1993/1994
Sheffield Wednesday,Andy Pearce,27,Centre-Back,Coventry,€600Th.,Transfer,in,Summer,0.6,1993,1993/1994
Sheffield Wednesday,Adem Poric,20,Central Midfield,St. George Saints,€72Th.,Transfer,in,Summer,0.072,1993,1993/1994
Sheffield Wednesday,Brian Linighan,19,Centre-Back,Sheff Wed U23,-,Transfer,in,Summer,NA,1993,1993/1994
Sheffield Wednesday,Richie Barker,18,Centre-Forward,Sheff Wed U18,-,Transfer,in,Summer,NA,1993,1993/1994
Sheffield Wednesday,Nigel Jemson,24,attack,Grimsby Town,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Sheffield Wednesday,Paul Warhurst,23,Centre-Back,Blackburn,€3.75m,Transfer,out,Summer,3.75,1993,1993/1994
Sheffield Wednesday,John Harkes,26,Right Midfield,Derby,€1.20m,Transfer,out,Summer,1.2,1993,1993/1994
Sheffield Wednesday,Peter Shirtliff,32,Centre-Back,Wolves,€287Th.,Transfer,out,Summer,0.287,1993,1993/1994
Sheffield Wednesday,Viv Anderson,36,Right-Back,Barnsley FC,free transfer,Transfer,out,Summer,0,1993,1993/1994
Sheffield Wednesday,Danny Wilson,33,midfield,Barnsley FC,?,Transfer,out,Summer,NA,1993,1993/1994
Sheffield Wednesday,Phil King,25,Left-Back,Notts County,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Sheffield Wednesday,Nigel Jemson,24,attack,Grimsby Town,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Wimbledon FC,Alan Kimble,26,Left-Back,Cambridge Utd.,€210Th.,Transfer,in,Summer,0.21,1993,1993/1994
Wimbledon FC,Gary Blissett,29,Centre-Forward,Brentford,?,Transfer,in,Summer,NA,1993,1993/1994
Wimbledon FC,Aidan Newhouse,22,attack,Port Vale,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Wimbledon FC,Justin Skinner,21,Left-Back,Bournemouth,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Wimbledon FC,Steve Cotterill,29,attack,Bournemouth,€102Th.,Transfer,out,Summer,0.102,1993,1993/1994
Wimbledon FC,Steve Finnan,17,Right-Back,Welling Utd.,?,Transfer,out,Summer,NA,1993,1993/1994
Wimbledon FC,Terry Gibson,30,attack,Peterborough,?,Transfer,out,Summer,NA,1993,1993/1994
Wimbledon FC,Timothy Alexander,19,Centre-Back,Barnet,?,Transfer,out,Summer,NA,1993,1993/1994
Coventry City,Mick Harford,34,Centre-Forward,Sunderland,€225Th.,Transfer,in,Summer,0.225,1993,1993/1994
Coventry City,Paul Williams,23,defence,Stockport,€185Th.,Transfer,in,Summer,0.185,1993,1993/1994
Coventry City,Julian Darby,25,midfield,Bolton,€180Th.,Transfer,in,Summer,0.18,1993,1993/1994
Coventry City,Steve Morgan,24,Left-Back,Plymouth,€135Th.,Transfer,in,Summer,0.135,1993,1993/1994
Coventry City,John Gayle,29,Centre-Forward,Birmingham,€120Th.,Transfer,in,Summer,0.12,1993,1993/1994
Coventry City,Ally Pickering,26,defence,Rotherham,€100Th.,Transfer,in,Summer,0.1,1993,1993/1994
Coventry City,Tim Dalton,27,Goalkeeper,Ernest Borel,?,Transfer,in,Summer,NA,1993,1993/1994
Coventry City,Leigh Jenkinson,23,Central Midfield,Hull City,?,Transfer,in,Summer,NA,1993,1993/1994
Coventry City,Zbigniew Kruszyński,32,midfield,Brentford,?,Transfer,in,Summer,NA,1993,1993/1994
Coventry City,Willie Boland,17,Central Midfield,Coventry U18,-,Transfer,in,Summer,NA,1993,1993/1994
Coventry City,Peter Billing,28,Centre-Back,Port Vale,"End of loanJun 30, 1993",Loan,in,Summer,NA,1993,1993/1994
Coventry City,Andy Pearce,27,Centre-Back,Sheff Wed,€600Th.,Transfer,out,Summer,0.6,1993,1993/1994
Coventry City,Terry Fleming,20,midfield,Northampton,free transfer,Transfer,out,Summer,0,1993,1993/1994
Coventry City,Chris Greenman,24,defence,Peterborough,free transfer,Transfer,out,Summer,0,1993,1993/1994
Coventry City,Steve Williams,18,Goalkeeper,Cardiff,free transfer,Transfer,out,Summer,0,1993,1993/1994
Coventry City,Billy Woods,19,Left Midfield,Cork City,free transfer,Transfer,out,Summer,0,1993,1993/1994
Coventry City,Martyn Booty,22,Right-Back,Crewe Alexandra,free transfer,Transfer,out,Summer,0,1993,1993/1994
Coventry City,Peter Billing,28,Centre-Back,Port Vale,€40Th.,Transfer,out,Summer,0.04,1993,1993/1994
Coventry City,Craig Middleton,22,Left Midfield,Cambridge Utd.,?,Transfer,out,Summer,NA,1993,1993/1994
Coventry City,Tim Dalton,27,Goalkeeper,Bangor,?,Transfer,out,Summer,NA,1993,1993/1994
Coventry City,Micky Gynn,31,midfield,Stoke City,?,Transfer,out,Summer,NA,1993,1993/1994
Coventry City,Kevin Gallacher,26,Right Winger,Blackburn,?,Transfer,out,Summer,NA,1993,1993/1994
Coventry City,Brian Borrows,32,Right-Back,Bristol City,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Coventry City,Kenny Sansom,34,Left-Back,Retired,-,Transfer,out,Summer,NA,1993,1993/1994
Manchester United,Roy Keane,21,Defensive Midfield,Nottm Forest,€8.50m,Transfer,in,Summer,8.5,1993,1993/1994
Manchester United,Robbie Savage,18,Central Midfield,Man Utd U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester United,Keith Gillespie,18,Right Midfield,Man Utd U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester United,David Beckham,18,Right Midfield,Man Utd U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester United,Chris Casper,18,Centre-Back,Man Utd U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester United,John O'Kane,18,Right-Back,Man Utd U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester United,Neil Whitworth,22,Centre-Back,Blackpool,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Manchester United,Danny Wallace,29,Attacking Midfield,Birmingham,€300Th.,Transfer,out,Summer,0.3,1993,1993/1994
Manchester United,Brian Carey,25,Centre-Back,Leicester,€293Th.,Transfer,out,Summer,0.293,1993,1993/1994
Manchester United,Keith Gillespie,18,Right Midfield,Wigan,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Manchester United,Neil Whitworth,20,Centre-Back,Rotherham,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Manchester United,Russell Beardsmore,24,Central Midfield,Bournemouth,?,Transfer,out,Summer,NA,1993,1993/1994
Manchester United,Gary Walsh,25,Goalkeeper,Oldham Athletic,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Newcastle United,Peter Beardsley,32,Second Striker,Everton,€1.70m,Transfer,in,Summer,1.7,1993,1993/1994
Newcastle United,Scott Sellars,27,Left Midfield,Leeds,€700Th.,Transfer,in,Summer,0.7,1993,1993/1994
Newcastle United,Mike Hooper,29,Goalkeeper,Liverpool,€628Th.,Transfer,in,Summer,0.628,1993,1993/1994
Newcastle United,Malcolm Allen,26,Centre-Forward,Millwall,€350Th.,Transfer,in,Summer,0.35,1993,1993/1994
Newcastle United,Alex Mathie,24,Centre-Forward,Morton,€320Th.,Transfer,in,Summer,0.32,1993,1993/1994
Newcastle United,Nikodimos Papavasiliou,22,Left Winger,OFI Crete FC,€180Th.,Transfer,in,Summer,0.18,1993,1993/1994
Newcastle United,Michael Jeffrey,21,Centre-Forward,Doncaster,€100Th.,Transfer,in,Summer,0.1,1993,1993/1994
Newcastle United,John Burridge,41,Goalkeeper,Hibernian FC,free transfer,Transfer,in,Summer,0,1993,1993/1994
Newcastle United,Steve Harper,18,Goalkeeper,Seaham Red Star,free transfer,Transfer,in,Summer,0,1993,1993/1994
Newcastle United,Matty Appleby,22,Defensive Midfield,Darlington,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Newcastle United,Gavin Peacock,25,midfield,Chelsea,€1.70m,Transfer,out,Summer,1.7,1993,1993/1994
Newcastle United,David Kelly,27,Centre-Forward,Wolves,€829Th.,Transfer,out,Summer,0.829,1993,1993/1994
Newcastle United,Tommy Wright,29,Goalkeeper,Nottm Forest,€675Th.,Transfer,out,Summer,0.675,1993,1993/1994
Newcastle United,Alan Thompson,19,Left Midfield,Bolton,€375Th.,Transfer,out,Summer,0.375,1993,1993/1994
Newcastle United,Mark Stimson,25,Left-Back,Portsmouth,€115Th.,Transfer,out,Summer,0.115,1993,1993/1994
Newcastle United,David Roche,22,midfield,Doncaster,€100Th.,Transfer,out,Summer,0.1,1993,1993/1994
Newcastle United,Kevin Sheedy,33,Left Midfield,Blackpool,free transfer,Transfer,out,Summer,0,1993,1993/1994
Newcastle United,John Burridge,41,Goalkeeper,Scarborough,free transfer,Transfer,out,Summer,0,1993,1993/1994
Newcastle United,Gavin Maguire,25,Centre-Back,Portsmouth,"End of loanJun 30, 1993",Loan,out,Summer,NA,1993,1993/1994
Newcastle United,Brian Reid,23,Centre-Back,Rangers,"End of loanMay 31, 1994",Loan,out,Summer,NA,1993,1993/1994
Ipswich Town,Steve Sedgley,26,Central Midfield,Spurs,€1.25m,Transfer,in,Summer,1.25,1993,1993/1994
Ipswich Town,Ian Marshall,27,Centre-Forward,Oldham Athletic,€1.13m,Transfer,in,Summer,1.13,1993,1993/1994
Ipswich Town,Paul Mason,29,midfield,Aberdeen FC,?,Transfer,in,Summer,NA,1993,1993/1994
Ipswich Town,Neil Gregory,21,Centre-Forward,Chesterfield FC,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Ipswich Town,Jason Dozzell,25,Central Midfield,Spurs,€2.40m,Transfer,out,Summer,2.4,1993,1993/1994
Ipswich Town,Vlado Bozinoski,29,Central Midfield,Paços Ferreira,?,Transfer,out,Summer,NA,1993,1993/1994
Chelsea FC,Gavin Peacock,25,midfield,Newcastle,€1.70m,Transfer,in,Summer,1.7,1993,1993/1994
Chelsea FC,Mark Stein,27,Centre-Forward,Stoke City,€1.66m,Transfer,in,Summer,1.66,1993,1993/1994
Chelsea FC,Jakob Kjeldbjerg,23,Centre-Back,Silkeborg IF,€480Th.,Transfer,in,Summer,0.48,1993,1993/1994
Chelsea FC,Andy Dow,20,Left-Back,Dundee FC,?,Transfer,in,Summer,NA,1993,1993/1994
Chelsea FC,Glenn Hoddle,35,Attacking Midfield,Swindon Town,?,Transfer,in,Summer,NA,1993,1993/1994
Chelsea FC,Michael Duberry,17,Centre-Back,Chelsea U18,-,Transfer,in,Summer,NA,1993,1993/1994
Chelsea FC,Anthony Barness,20,Right-Back,Middlesbrough,"End of loanSep 1, 1993",Loan,in,Summer,NA,1993,1993/1994
Chelsea FC,Nick Colgan,20,Goalkeeper,Crewe Alexandra,"End of loanMay 1, 1994",Loan,in,Summer,NA,1993,1993/1994
Chelsea FC,Steve Livingstone,24,Centre-Forward,Port Vale,"End of loanOct 28, 1993",Loan,in,Summer,NA,1993,1993/1994
Chelsea FC,Kevin Hitchcock,30,Goalkeeper,West Ham,"End of loanJun 30, 1993",Loan,in,Summer,NA,1993,1993/1994
Chelsea FC,Andy Townsend,29,Central Midfield,Aston Villa,€2.40m,Transfer,out,Summer,2.4,1993,1993/1994
Chelsea FC,Graham Stuart,22,Attacking Midfield,Everton,€1.28m,Transfer,out,Summer,1.28,1993,1993/1994
Chelsea FC,Ian Pearce,19,Centre-Back,Blackburn,€450Th.,Transfer,out,Summer,0.45,1993,1993/1994
Chelsea FC,Steve Livingstone,24,Centre-Forward,Grimsby Town,€150Th.,Transfer,out,Summer,0.15,1993,1993/1994
Chelsea FC,Alan Dickens,28,Central Midfield,Colchester Utd.,free transfer,Transfer,out,Summer,0,1993,1993/1994
Chelsea FC,Nick Colgan,19,Goalkeeper,Crewe Alexandra,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Chelsea FC,Anthony Barness,20,Right-Back,Middlesbrough,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Chelsea FC,Steve Livingstone,23,Centre-Forward,Port Vale,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Chelsea FC,Mal Donaghy,36,Left-Back,Retired,-,Transfer,out,Summer,NA,1993,1993/1994
Chelsea FC,Paul Elliott,30,Centre-Back,Retired,-,Transfer,out,Summer,NA,1993,1993/1994
Arsenal FC,Eddie McGoldrick,28,Right Winger,Crystal Palace,€1.28m,Transfer,in,Summer,1.28,1993,1993/1994
Arsenal FC,Adrian Clarke,18,midfield,Arsenal Res.,-,Transfer,in,Summer,NA,1993,1993/1994
Arsenal FC,Paul Dickov,21,Centre-Forward,Brighton,"End of loanMay 1, 1994",Loan,in,Summer,NA,1993,1993/1994
Arsenal FC,John Bacon,20,Centre-Forward,Derry City,"End of loanJun 1, 1993",Loan,in,Summer,NA,1993,1993/1994
Arsenal FC,John Bacon,20,Centre-Forward,Shamrock Rovers,free transfer,Transfer,out,Summer,0,1993,1993/1994
Arsenal FC,Paul Dickov,20,Centre-Forward,Luton,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Arsenal FC,David O'Leary,35,Centre-Back,Leeds,?,Transfer,out,Summer,NA,1993,1993/1994
Arsenal FC,Colin Pates,31,Centre-Back,Brighton,?,Transfer,out,Summer,NA,1993,1993/1994
Leeds United,Brian Deane,25,Centre-Forward,Sheff Utd,€4.35m,Transfer,in,Summer,4.35,1993,1993/1994
Leeds United,David O'Leary,35,Centre-Back,Arsenal,?,Transfer,in,Summer,NA,1993,1993/1994
Leeds United,Mark Ford,17,Defensive Midfield,Leeds U18,-,Transfer,in,Summer,NA,1993,1993/1994
Leeds United,Ray Wallace,24,Right-Back,Reading,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Leeds United,Frank Strandli,21,Centre-Forward,IK Start,"End of loanJul 31, 1993",Loan,in,Summer,NA,1993,1993/1994
Leeds United,Dylan Kerr,26,Left-Back,Reading,€883Th.,Transfer,out,Summer,0.883,1993,1993/1994
Leeds United,Scott Sellars,27,Left Midfield,Newcastle,€700Th.,Transfer,out,Summer,0.7,1993,1993/1994
Leeds United,David Kerslake,27,Right-Back,Spurs,€563Th.,Transfer,out,Summer,0.563,1993,1993/1994
Leeds United,Lee Chapman,33,Centre-Forward,Portsmouth,€313Th.,Transfer,out,Summer,0.313,1993,1993/1994
Leeds United,Carl-Steven Shutt,31,attack,Birmingham,?,Transfer,out,Summer,NA,1993,1993/1994
Leeds United,Mervyn Day,38,Goalkeeper,Carlisle United,?,Transfer,out,Summer,NA,1993,1993/1994
West Ham United,Dale Gordon,26,Right Midfield,Rangers,€850Th.,Transfer,in,Summer,0.85,1993,1993/1994
West Ham United,Simon Webster,29,defence,Charlton,€650Th.,Transfer,in,Summer,0.65,1993,1993/1994
West Ham United,Lee Chapman,33,Centre-Forward,Portsmouth,€313Th.,Transfer,in,Summer,0.313,1993,1993/1994
West Ham United,Keith Rowland,21,Left-Back,Bournemouth,€165Th.,Transfer,in,Summer,0.165,1993,1993/1994
West Ham United,Mike Marsh,24,Central Midfield,Liverpool,free transfer,Transfer,in,Summer,0,1993,1993/1994
West Ham United,Jeroen Boere,25,Centre-Forward,Go Ahead Eagles,?,Transfer,in,Summer,NA,1993,1993/1994
West Ham United,David Burrows,24,Left-Back,Liverpool,?,Transfer,in,Summer,NA,1993,1993/1994
West Ham United,Matthew Rush,22,midfield,Swansea,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
West Ham United,Trevor Morley,32,Centre-Forward,Brann,"End of loanSep 1, 1993",Loan,in,Summer,NA,1993,1993/1994
West Ham United,Daniel Williamson,20,Attacking Midfield,Doncaster,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
West Ham United,Mike Small,31,Centre-Forward,Wolves,"End of loanOct 3, 1993",Loan,in,Summer,NA,1993,1993/1994
West Ham United,Julian Dicks,25,Left-Back,Liverpool,€2.25m,Transfer,out,Summer,2.25,1993,1993/1994
West Ham United,Dean Edward Martin,21,Right Winger,Kettering,free transfer,Transfer,out,Summer,0,1993,1993/1994
West Ham United,Mike Small,31,Centre-Forward,Wolves,loan transfer,Loan,out,Summer,NA,1993,1993/1994
West Ham United,Kevin Keen,26,midfield,Wolves,?,Transfer,out,Summer,NA,1993,1993/1994
West Ham United,Alex Bunbury,26,Centre-Forward,Marítimo,?,Transfer,out,Summer,NA,1993,1993/1994
West Ham United,Daniel Williamson,19,Attacking Midfield,Doncaster,loan transfer,Loan,out,Summer,NA,1993,1993/1994
West Ham United,Gary Kelly,27,Goalkeeper,Bury,"End of loanMay 31, 1994",Loan,out,Summer,NA,1993,1993/1994
West Ham United,Kevin Hitchcock,30,Goalkeeper,Chelsea,"End of loanJun 30, 1993",Loan,out,Summer,NA,1993,1993/1994
Swindon Town,Jan Aage Fjörtoft,26,Centre-Forward,Rapid Vienna,€700Th.,Transfer,in,Summer,0.7,1993,1993/1994
Swindon Town,Adrian Richard Whitbread,21,Centre-Back,Leyton Orient,€623Th.,Transfer,in,Summer,0.623,1993,1993/1994
Swindon Town,Andy Mutch,29,attack,Wolves,€310Th.,Transfer,in,Summer,0.31,1993,1993/1994
Swindon Town,Ty Gooden,20,midfield,Wycombe,free transfer,Transfer,in,Summer,0,1993,1993/1994
Swindon Town,Terry Fenwick,33,Centre-Back,Spurs,?,Transfer,in,Summer,NA,1993,1993/1994
Swindon Town,Luc Nijholt,31,Centre-Back,Motherwell FC,?,Transfer,in,Summer,NA,1993,1993/1994
Swindon Town,Brian Marwood,33,Attacking Midfield,Barnet,free transfer,Transfer,out,Summer,0,1993,1993/1994
Swindon Town,David Mitchell,31,Centre-Forward,Altay SK,?,Transfer,out,Summer,NA,1993,1993/1994
Swindon Town,Glenn Hoddle,35,Attacking Midfield,Chelsea,?,Transfer,out,Summer,NA,1993,1993/1994
Swindon Town,Colin Calderwood,28,Centre-Back,Spurs,?,Transfer,out,Summer,NA,1993,1993/1994
Swindon Town,Shaun Close,26,Centre-Forward,Barnet,?,Transfer,out,Summer,NA,1993,1993/1994
Swindon Town,Paul Heald,25,Goalkeeper,Leyton Orient,"End of loanMay 31, 1994",Loan,out,Summer,NA,1993,1993/1994
Sheffield United,Willie Falconer,27,Centre-Forward,Middlesbrough,€600Th.,Transfer,in,Summer,0.6,1993,1993/1994
Sheffield United,Jonas Wirmola,23,Centre-Back,Spårvägen,free transfer,Transfer,in,Summer,0,1993,1993/1994
Sheffield United,Chris Kamara,35,Defensive Midfield,Luton,free transfer,Transfer,in,Summer,0,1993,1993/1994
Sheffield United,Rob Scott,19,Right-Back,Sutton Utd,€25Th.,Transfer,in,Summer,0.025,1993,1993/1994
Sheffield United,Jostein Flo,28,Centre-Forward,Sogndal IL,?,Transfer,in,Summer,NA,1993,1993/1994
Sheffield United,Dave Tuttle,21,defence,Spurs,?,Transfer,in,Summer,NA,1993,1993/1994
Sheffield United,Jamie Hoyland,28,midfield,Bristol City,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Sheffield United,John Gannon,27,midfield,Middlesbrough,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Sheffield United,Brian Deane,25,Centre-Forward,Leeds,€4.35m,Transfer,out,Summer,4.35,1993,1993/1994
Sheffield United,Nathan Peel,21,Centre-Forward,Burnley,€69Th.,Transfer,out,Summer,0.069,1993,1993/1994
Sheffield United,Ian Bryson,30,Central Midfield,Barnsley FC,€30Th.,Transfer,out,Summer,0.03,1993,1993/1994
Sheffield United,Jim Leighton,34,Goalkeeper,Hibernian FC,?,Transfer,out,Summer,NA,1993,1993/1994
Sheffield United,Tom Cowan,23,Left-Back,Stoke City,?,Transfer,out,Summer,NA,1993,1993/1994
Sheffield United,Mike Lake,26,midfield,Wrexham,?,Transfer,out,Summer,NA,1993,1993/1994
Manchester City,Alan Kernaghan,26,Centre-Back,Middlesbrough,€2.40m,Transfer,in,Summer,2.4,1993,1993/1994
Manchester City,Carl Griffiths,21,Centre-Forward,Shrewsbury,€600Th.,Transfer,in,Summer,0.6,1993,1993/1994
Manchester City,Alfons Groenendijk,29,Defensive Midfield,Ajax,€341Th.,Transfer,in,Summer,0.341,1993,1993/1994
Manchester City,Rae Ingram,18,defence,Man City U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester City,Jim Whitley,18,midfield,Man City U18,-,Transfer,in,Summer,NA,1993,1993/1994
Manchester City,Martyn Margetson,22,Goalkeeper,Bolton,"End of loanMay 1, 1994",Loan,in,Summer,NA,1993,1993/1994
Manchester City,Adrian Mike,20,attack,Linköpings FF,"End of loanMay 31, 1994",Loan,in,Summer,NA,1993,1993/1994
Manchester City,Peter Reid,37,Defensive Midfield,Southampton,free transfer,Transfer,out,Summer,0,1993,1993/1994
Manchester City,Kare Ingebrigtsen,27,Defensive Midfield,Rosenborg,?,Transfer,out,Summer,NA,1993,1993/1994
Manchester City,Ray Ranson,33,Right-Back,Reading,?,Transfer,out,Summer,NA,1993,1993/1994
Manchester City,Rick Holden,28,Left Midfield,Oldham Athletic,?,Transfer,out,Summer,NA,1993,1993/1994
Manchester City,Adrian Mike,19,attack,Linköpings FF,loan transfer,Loan,out,Summer,NA,1993,1993/1994
Southampton FC,Paul Allen,30,Right Midfield,Spurs,€660Th.,Transfer,in,Summer,0.66,1993,1993/1994
Southampton FC,Simon Charlton,21,Left-Back,Huddersfield,€350Th.,Transfer,in,Summer,0.35,1993,1993/1994
Southampton FC,Peter Reid,37,Defensive Midfield,Man City,free transfer,Transfer,in,Summer,0,1993,1993/1994
Southampton FC,Derek Allan,18,Centre-Back,Ayr United,?,Transfer,in,Summer,NA,1993,1993/1994
Southampton FC,Colin Cramb,19,Centre-Forward,Hamilton Acad.,?,Transfer,in,Summer,NA,1993,1993/1994
Southampton FC,Matthew Robinson,18,Left-Back,Southampton U18,-,Transfer,in,Summer,NA,1993,1993/1994
Southampton FC,Rory Hamill,17,Centre-Forward,Coleraine U20,-,Transfer,in,Summer,NA,1993,1993/1994
Southampton FC,Kevin Moore,35,defence,Bristol Rovers,"End of loanJun 30, 1993",Loan,in,Summer,NA,1993,1993/1994
Southampton FC,Micky Adams,32,Left-Back,Stoke City,"End of loanMay 1, 1994",Loan,in,Summer,NA,1993,1993/1994
