club_name,player_name,age,position,club_involved_name,fee,transfer_type,transfer_movement,transfer_period,fee_cleaned,year,season
Nottingham Forest,Steve Blatherwick,21,Centre-Back,Hereford Utd.,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Nottingham Forest,Chris Allen,23,Left Winger,Oxford United,"End of loanMay 31, 1996",Loan,out,Summer,NA,1995,1995/1996
Newcastle United,Les Ferdinand,28,Centre-Forward,QPR,€9.50m,Transfer,in,Summer,9.5,1995,1995/1996
Newcastle United,Warren Barton,26,Right-Back,Wimbledon FC,€4.50m,Transfer,in,Summer,4.5,1995,1995/1996
Newcastle United,David Ginola,28,Left Winger,Paris SG,€2.85m,Transfer,in,Summer,2.85,1995,1995/1996
Newcastle United,Shaka Hislop,26,Goalkeeper,Reading,€2.20m,Transfer,in,Summer,2.2,1995,1995/1996
Newcastle United,Darren Huckerby,19,Right Winger,Lincoln City,€400Th.,Transfer,in,Summer,0.4,1995,1995/1996
Newcastle United,Paul Brayson,17,Centre-Forward,Newcastle U18,-,Transfer,in,Summer,NA,1995,1995/1996
Newcastle United,Steve Harper,20,Goalkeeper,Bradford,"End of loanOct 1, 1995",Loan,in,Summer,NA,1995,1995/1996
Newcastle United,Ruel Fox,27,Right Winger,Spurs,€4.75m,Transfer,out,Summer,4.75,1995,1995/1996
Newcastle United,Alan Neilson,22,Centre-Back,Southampton,€1.20m,Transfer,out,Summer,1.2,1995,1995/1996
Newcastle United,Marc Hottiger,27,Right-Back,Everton,€1.01m,Transfer,out,Summer,1.01,1995,1995/1996
Newcastle United,Barry Venison,30,Right-Back,Galatasaray,€880Th.,Transfer,out,Summer,0.88,1995,1995/1996
Newcastle United,Scott Sellars,29,Left Midfield,Bolton,€850Th.,Transfer,out,Summer,0.85,1995,1995/1996
Newcastle United,Alex Mathie,26,Centre-Forward,Ipswich,€585Th.,Transfer,out,Summer,0.585,1995,1995/1996
Newcastle United,Michael Jeffrey,23,Centre-Forward,Rotherham,€120Th.,Transfer,out,Summer,0.12,1995,1995/1996
Newcastle United,Paul Bracewell,32,Central Midfield,Sunderland,€60Th.,Transfer,out,Summer,0.06,1995,1995/1996
Newcastle United,Steve Harper,20,Goalkeeper,Bradford,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Manchester United,Mike Clegg,17,Right-Back,Man Utd U18,-,Transfer,in,Summer,NA,1995,1995/1996
Manchester United,Jody Banim,17,attack,Man Utd U18,-,Transfer,in,Summer,NA,1995,1995/1996
Manchester United,Graeme Tomlinson,20,attack,Luton,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Manchester United,Michael Appleton,19,midfield,Wimbledon FC,"End of loanJul 3, 1995",Loan,in,Summer,NA,1995,1995/1996
Manchester United,Chris Casper,21,Centre-Back,Bournemouth,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Manchester United,Paul Ince,27,Defensive Midfield,Inter,€10.50m,Transfer,out,Summer,10.5,1995,1995/1996
Manchester United,Andrey Kanchelskis,26,Right Midfield,Everton,€7.50m,Transfer,out,Summer,7.5,1995,1995/1996
Manchester United,Mark Hughes,31,Centre-Forward,Chelsea,€1.90m,Transfer,out,Summer,1.9,1995,1995/1996
Manchester United,Richard Irving,19,attack,Nottm Forest,€93Th.,Transfer,out,Summer,0.093,1995,1995/1996
Manchester United,David Johnson,18,Left Winger,Bury,free transfer,Transfer,out,Summer,0,1995,1995/1996
Coventry City,Paul Telfer,23,Right-Back,Luton,€1.65m,Transfer,in,Summer,1.65,1995,1995/1996
Coventry City,Paul Williams,24,Centre-Back,Derby,€1.14m,Transfer,in,Summer,1.14,1995,1995/1996
Coventry City,Sam Shilton,17,Left-Back,Plymouth,€160Th.,Transfer,in,Summer,0.16,1995,1995/1996
Coventry City,John Salako,26,Left Midfield,Crystal Palace,free transfer,Transfer,in,Summer,0,1995,1995/1996
Coventry City,Peter Shilton,45,Goalkeeper,Bolton,free transfer,Transfer,in,Summer,0,1995,1995/1996
Coventry City,Nii Lamptey,20,Attacking Midfield,Aston Villa,free transfer,Transfer,in,Summer,0,1995,1995/1996
Coventry City,Neil Cutler,19,Goalkeeper,West Brom,loan transfer,Loan,in,Summer,NA,1995,1995/1996
Coventry City,Isaias,31,Second Striker,Benfica,?,Transfer,in,Summer,NA,1995,1995/1996
Coventry City,Gordon Strachan,38,Central Midfield,Leeds,?,Transfer,in,Summer,NA,1995,1995/1996
Coventry City,Lorcan Costello,18,midfield,Unknown,?,Transfer,in,Summer,NA,1995,1995/1996
Coventry City,Colin Hawkins,17,Centre-Back,Coventry U18,-,Transfer,in,Summer,NA,1995,1995/1996
Coventry City,Marcus Hall,19,Left-Back,Coventry U18,-,Transfer,in,Summer,NA,1995,1995/1996
Coventry City,John Williams,27,Centre-Forward,Swansea,"End of loanJun 30, 1995",Loan,in,Summer,NA,1995,1995/1996
Coventry City,Steven Pressley,21,Centre-Back,Dundee United,€1.15m,Transfer,out,Summer,1.15,1995,1995/1996
Coventry City,Mike Marsh,25,Central Midfield,Galatasaray,€600Th.,Transfer,out,Summer,0.6,1995,1995/1996
Coventry City,Sean Flynn,27,midfield,Derby,€275Th.,Transfer,out,Summer,0.275,1995,1995/1996
Coventry City,John Williams,27,Centre-Forward,Wycombe,€180Th.,Transfer,out,Summer,0.18,1995,1995/1996
Coventry City,Paul Williams,25,defence,Plymouth,€60Th.,Transfer,out,Summer,0.06,1995,1995/1996
Coventry City,Tony Sheridan,20,Attacking Midfield,Shelbourne,free transfer,Transfer,out,Summer,0,1995,1995/1996
Coventry City,Leigh Jenkinson,25,Central Midfield,St. Johnstone,?,Transfer,out,Summer,NA,1995,1995/1996
Coventry City,Alexander Robertson,24,midfield,Dundee United,?,Transfer,out,Summer,NA,1995,1995/1996
Coventry City,Cobi Jones,25,Right Winger,Vasco da Gama,?,Transfer,out,Summer,NA,1995,1995/1996
Coventry City,Stewart Robson,30,Defensive Midfield,Retired,-,Transfer,out,Summer,NA,1995,1995/1996
Wimbledon FC,Paul Heald,26,Goalkeeper,Leyton Orient,€125Th.,Transfer,in,Summer,0.125,1995,1995/1996
Wimbledon FC,Danny Hodges,18,defence,Unknown,?,Transfer,in,Summer,NA,1995,1995/1996
Wimbledon FC,Mark Thomas,20,midfield,Unknown,?,Transfer,in,Summer,NA,1995,1995/1996
Wimbledon FC,John Cheesewright,22,Goalkeeper,Colchester Utd.,loan transfer,Loan,in,Summer,NA,1995,1995/1996
Wimbledon FC,Lenny Piper,17,midfield,Wimbledon U19,-,Transfer,in,Summer,NA,1995,1995/1996
Wimbledon FC,Andy Futcher,17,defence,Wimbledon U19,-,Transfer,in,Summer,NA,1995,1995/1996
Wimbledon FC,Iain Laidlaw,18,Centre-Back,Wimbledon U19,-,Transfer,in,Summer,NA,1995,1995/1996
Wimbledon FC,Jason Euell,18,Second Striker,Wimbledon U19,-,Transfer,in,Summer,NA,1995,1995/1996
Wimbledon FC,Aidan Newhouse,24,attack,Torquay,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Wimbledon FC,Steve Anthrobus,26,Centre-Forward,Chester City,"End of loanJun 30, 1995",Loan,in,Summer,NA,1995,1995/1996
Wimbledon FC,Brian McAllister,25,Right-Back,Crewe Alexandra,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Wimbledon FC,Stewart Castledine,23,Central Midfield,Wycombe,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Wimbledon FC,Gerald Dobbs,25,midfield,Cardiff,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Wimbledon FC,Warren Barton,26,Right-Back,Newcastle,€4.50m,Transfer,out,Summer,4.5,1995,1995/1996
Wimbledon FC,Lutz Pfannenstiel,22,Goalkeeper,Nottm Forest,?,Transfer,out,Summer,NA,1995,1995/1996
Wimbledon FC,Steve Anthrobus,26,Centre-Forward,Shrewsbury,?,Transfer,out,Summer,NA,1995,1995/1996
Wimbledon FC,Paul McGee,27,Left Midfield,Linfield,?,Transfer,out,Summer,NA,1995,1995/1996
Wimbledon FC,Stewart Castledine,22,Central Midfield,Wycombe,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Wimbledon FC,Gerald Dobbs,24,midfield,Cardiff,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Wimbledon FC,Simon Tracey,28,Goalkeeper,Sheff Utd,"End of loanMay 31, 1996",Loan,out,Summer,NA,1995,1995/1996
Wimbledon FC,Danny O'Shea,32,midfield,Northampton,"End of loanAug 1, 1995",Loan,out,Summer,NA,1995,1995/1996
Wimbledon FC,Michael Appleton,19,midfield,Man Utd,"End of loanJul 3, 1995",Loan,out,Summer,NA,1995,1995/1996
Sheffield Wednesday,Dejan Stefanovic,20,Centre-Back,Red Star,€3.00m,Transfer,in,Summer,3,1995,1995/1996
Sheffield Wednesday,Mark Pembridge,24,Left Midfield,Derby,€1.25m,Transfer,in,Summer,1.25,1995,1995/1996
Sheffield Wednesday,Marc Degryse,29,Centre-Forward,RSC Anderlecht,€1.25m,Transfer,in,Summer,1.25,1995,1995/1996
Sheffield Wednesday,Mark Platts,16,attack,Sheff Wed U18,-,Transfer,in,Summer,NA,1995,1995/1996
Sheffield Wednesday,Ritchie Humphreys,17,Defensive Midfield,Sheff Wed U18,-,Transfer,in,Summer,NA,1995,1995/1996
Sheffield Wednesday,Simon Stewart,22,defence,Shrewsbury,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Sheffield Wednesday,Chris Bart-Williams,21,Attacking Midfield,Nottm Forest,€3.75m,Transfer,out,Summer,3.75,1995,1995/1996
Sheffield Wednesday,Simon Stewart,22,defence,Fulham,free transfer,Transfer,out,Summer,0,1995,1995/1996
Sheffield Wednesday,Chris Woods,35,Goalkeeper,Reading,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Sheffield Wednesday,Simon Stewart,21,defence,Shrewsbury,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Sheffield Wednesday,Richie Barker,20,Centre-Forward,Doncaster,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Aston Villa,Mark Draper,24,Central Midfield,Leicester,€4.88m,Transfer,in,Summer,4.88,1995,1995/1996
Aston Villa,Gareth Southgate,24,Centre-Back,Crystal Palace,€3.75m,Transfer,in,Summer,3.75,1995,1995/1996
Aston Villa,Savo Milosevic,21,Centre-Forward,Partizan,€1.50m,Transfer,in,Summer,1.5,1995,1995/1996
Aston Villa,Carl Tiler,25,Centre-Back,Nottm Forest,€937Th.,Transfer,in,Summer,0.937,1995,1995/1996
Aston Villa,Richard Walker,17,Centre-Forward,Aston Villa U18,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Tommy Jaszczun,17,Left-Back,Aston Villa U18,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Alan Lee,16,Centre-Forward,Aston Villa U18,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Aaron Lescott,16,Left-Back,Aston Villa U18,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Riccardo Scimeca,20,Centre-Back,Aston Villa Res.,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Lee Collins,17,Left-Back,Aston Villa U18,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Lee Hendrie,18,Central Midfield,Aston Villa U18,-,Transfer,in,Summer,NA,1995,1995/1996
Aston Villa,Dean Saunders,31,Centre-Forward,Galatasaray,€2.68m,Transfer,out,Summer,2.68,1995,1995/1996
Aston Villa,Shaun Teale,31,Centre-Back,Tranmere Rovers,€550Th.,Transfer,out,Summer,0.55,1995,1995/1996
Aston Villa,David Farrell,23,midfield,Wycombe,€150Th.,Transfer,out,Summer,0.15,1995,1995/1996
Aston Villa,John Murphy,19,defence,Cobh Ramblers,free transfer,Transfer,out,Summer,0,1995,1995/1996
Aston Villa,Dennis Pearce,20,defence,Wolves,free transfer,Transfer,out,Summer,0,1995,1995/1996
Aston Villa,Nii Lamptey,20,Attacking Midfield,Coventry,free transfer,Transfer,out,Summer,0,1995,1995/1996
Aston Villa,Trevor Berry,21,midfield,Rotherham,€24Th.,Transfer,out,Summer,0.024,1995,1995/1996
Aston Villa,Dalian Atkinson,27,Centre-Forward,Fenerbahce,?,Transfer,out,Summer,NA,1995,1995/1996
Aston Villa,Phil King,27,Left-Back,West Brom,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Aston Villa,John Fashanu,32,Centre-Forward,Retired,-,Transfer,out,Summer,NA,1995,1995/1996
Leeds United,Anthony Yeboah,29,Centre-Forward,E. Frankfurt,€3.25m,Transfer,in,Summer,3.25,1995,1995/1996
Leeds United,Richard Jobson,32,Centre-Back,Oldham Athletic,€1.15m,Transfer,in,Summer,1.15,1995,1995/1996
Leeds United,Paul Beesley,30,Centre-Back,Sheff Utd,€300Th.,Transfer,in,Summer,0.3,1995,1995/1996
Leeds United,Harry Kewell,16,Left Winger,Marc. Stallions,free transfer,Transfer,in,Summer,0,1995,1995/1996
Leeds United,Paul Evans,21,Goalkeeper,Wits University,?,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Rob Bowman,19,Right-Back,Leeds Reserves,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Andy Gray,17,Centre-Forward,Leeds U18,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Mark Jackson,17,Centre-Back,Leeds U18,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Wesley Boyle,16,midfield,Leeds U18,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Alan Maybury,16,Right-Back,Leeds U18,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Paul Shepherd,17,Centre-Forward,Leeds U18,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Ian Harte,17,Left-Back,Leeds U18,-,Transfer,in,Summer,NA,1995,1995/1996
Leeds United,Gary Speed,25,Left Midfield,Everton,€4.87m,Transfer,out,Summer,4.87,1995,1995/1996
Leeds United,Gordon Strachan,38,Central Midfield,Coventry,?,Transfer,out,Summer,NA,1995,1995/1996
Leeds United,Jamie Forrester,20,Left Winger,Grimsby Town,?,Transfer,out,Summer,NA,1995,1995/1996
Leeds United,Ryan Nicholls,22,attack,Merthyr Town,?,Transfer,out,Summer,NA,1995,1995/1996
Leeds United,Chris Fairclough,31,Centre-Back,Bolton,?,Transfer,out,Summer,NA,1995,1995/1996
Leeds United,David O'Leary,37,Centre-Back,Retired,-,Transfer,out,Summer,NA,1995,1995/1996
Leeds United,Anthony Yeboah,29,Centre-Forward,E. Frankfurt,"End of loanJun 30, 1995",Loan,out,Summer,NA,1995,1995/1996
Everton FC,Andrey Kanchelskis,26,Right Midfield,Man Utd,€7.50m,Transfer,in,Summer,7.5,1995,1995/1996
Everton FC,Gary Speed,25,Left Midfield,Leeds,€4.87m,Transfer,in,Summer,4.87,1995,1995/1996
Everton FC,Craig Short,27,Centre-Back,Derby,€3.60m,Transfer,in,Summer,3.6,1995,1995/1996
Everton FC,Marc Hottiger,27,Right-Back,Newcastle,€1.01m,Transfer,in,Summer,1.01,1995,1995/1996
Everton FC,John Hills,17,Left-Back,Blackpool,free transfer,Transfer,in,Summer,0,1995,1995/1996
Everton FC,Gavin McCann,17,Central Midfield,Everton U18,-,Transfer,in,Summer,NA,1995,1995/1996
Everton FC,Michael Branch,17,Centre-Forward,Everton U18,-,Transfer,in,Summer,NA,1995,1995/1996
Everton FC,Jamie Speare,18,Goalkeeper,Everton U18,-,Transfer,in,Summer,NA,1995,1995/1996
Everton FC,Jason Kearton,26,Goalkeeper,Preston,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Everton FC,Tony Grant,21,Defensive Midfield,Swindon Town,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Everton FC,Neil Moore,23,defence,Rotherham,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Everton FC,Vinny Samways,27,Central Midfield,Birmingham,"End of loanJun 30, 1996",Loan,in,Summer,NA,1995,1995/1996
Everton FC,Gary Ablett,30,Centre-Back,Sheff Utd,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Everton FC,Matt Jackson,24,Right-Back,Charlton,"End of loanMay 1, 1996",Loan,in,Summer,NA,1995,1995/1996
Everton FC,Gary Rowett,21,Right-Back,Derby,€420Th.,Transfer,out,Summer,0.42,1995,1995/1996
Everton FC,Vinny Samways,26,Central Midfield,Wolves,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Everton FC,Neil Moore,22,defence,Carlisle United,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Liverpool FC,Stan Collymore,24,Centre-Forward,Nottm Forest,€13.00m,Transfer,in,Summer,13,1995,1995/1996
Liverpool FC,Jason McAteer,24,Right Midfield,Bolton,€6.25m,Transfer,in,Summer,6.25,1995,1995/1996
Liverpool FC,Stephen Pears,33,Goalkeeper,Middlesbrough,free transfer,Transfer,in,Summer,0,1995,1995/1996
Liverpool FC,Ian Foster,18,Centre-Forward,Liverpool U18,-,Transfer,in,Summer,NA,1995,1995/1996
Liverpool FC,David Larmour,17,Right Winger,Liverpool U18,-,Transfer,in,Summer,NA,1995,1995/1996
Liverpool FC,Jamie Cassidy,17,midfield,Liverpool U18,-,Transfer,in,Summer,NA,1995,1995/1996
Liverpool FC,Andy Harris,18,Right Midfield,Liverpool U18,-,Transfer,in,Summer,NA,1995,1995/1996
Liverpool FC,Lee Jones,23,Centre-Forward,Wrexham,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Liverpool FC,Phil Charnock,21,Central Midfield,Blackpool,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Liverpool FC,Paul Stewart,30,Defensive Midfield,Sunderland,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Liverpool FC,Jan Mölby,32,Central Midfield,Barnsley FC,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Tottenham Hotspur,Chris Armstrong,24,Centre-Forward,Crystal Palace,€6.80m,Transfer,in,Summer,6.8,1995,1995/1996
Tottenham Hotspur,Ruel Fox,27,Right Winger,Newcastle,€4.75m,Transfer,in,Summer,4.75,1995,1995/1996
Tottenham Hotspur,Clive Wilson,33,Left-Back,QPR,free transfer,Transfer,in,Summer,0,1995,1995/1996
Tottenham Hotspur,Rory Allen,17,attack,Unknown,?,Transfer,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Owen Coll,20,Centre-Back,Yeovil Town,?,Transfer,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Ian Sampson,26,Centre-Back,Northampton,loan transfer,Loan,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Mark Newson,34,Right-Back,Barnet,loan transfer,Loan,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Darren Davies,16,Left-Back,Spurs U18,-,Transfer,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Neale Fenn,18,Centre-Forward,Spurs U18,-,Transfer,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Kevin Maher,18,Central Midfield,Spurs U18,-,Transfer,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Danny Hill,21,midfield,Watford,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Andy Turner,21,midfield,Southend United,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Paul Mahorn,22,attack,Burnley,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Ilie Dumitrescu,26,Left Winger,Sevilla FC,"End of loanJun 30, 1995",Loan,in,Summer,NA,1995,1995/1996
Tottenham Hotspur,Nick Barmby,21,Left Midfield,Middlesbrough,€7.50m,Transfer,out,Summer,7.5,1995,1995/1996
Tottenham Hotspur,Gheorghe Popescu,27,Centre-Back,Barcelona,€2.80m,Transfer,out,Summer,2.8,1995,1995/1996
Tottenham Hotspur,Jürgen Klinsmann,30,Centre-Forward,Bayern Munich,€1.40m,Transfer,out,Summer,1.4,1995,1995/1996
Tottenham Hotspur,John Hendry,25,Centre-Forward,Motherwell FC,€300Th.,Transfer,out,Summer,0.3,1995,1995/1996
Tottenham Hotspur,Darren Caskey,21,Central Midfield,Watford,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Tottenham Hotspur,Micky Hazard,35,Central Midfield,Retired,-,Transfer,out,Summer,NA,1995,1995/1996
Tottenham Hotspur,Mark Newson,34,Right-Back,Barnet,"End of loanAug 1, 1995",Loan,out,Summer,NA,1995,1995/1996
Tottenham Hotspur,Ian Sampson,26,Centre-Back,Northampton,"End of loanAug 1, 1995",Loan,out,Summer,NA,1995,1995/1996
Tottenham Hotspur,Alan Pardew,34,midfield,Charlton,"End of loanJul 30, 1995",Loan,out,Summer,NA,1995,1995/1996
Tottenham Hotspur,David Byrne,34,midfield,St. Mirren,"End of loanAug 1, 1995",Loan,out,Summer,NA,1995,1995/1996
Blackburn Rovers,Matty Holmes,26,Left Midfield,West Ham,€1.50m,Transfer,in,Summer,1.5,1995,1995/1996
Blackburn Rovers,Lars Bohinen,26,Central Midfield,Nottm Forest,€770Th.,Transfer,in,Summer,0.77,1995,1995/1996
