club_name,player_name,age,position,club_involved_name,fee,transfer_type,transfer_movement,transfer_period,fee_cleaned,year,season
Blackburn Rovers,Graham Coughlan,20,Centre-Back,Bray Wanderers,€150Th.,Transfer,in,Summer,0.15,1995,1995/1996
Blackburn Rovers,Steve Hitchen,18,defence,Unknown,?,Transfer,in,Summer,NA,1995,1995/1996
Blackburn Rovers,James Beattie,17,Centre-Forward,Blackburn U18,-,Transfer,in,Summer,NA,1995,1995/1996
Blackburn Rovers,Shay Given,20,Goalkeeper,Sunderland,"End of loanMay 30, 1996",Loan,in,Summer,NA,1995,1995/1996
Blackburn Rovers,Shay Given,19,Goalkeeper,Swindon Town,"End of loanSep 4, 1995",Loan,in,Summer,NA,1995,1995/1996
Blackburn Rovers,Tony Gale,35,Centre-Back,Crystal Palace,free transfer,Transfer,out,Summer,0,1995,1995/1996
Blackburn Rovers,Shay Given,19,Goalkeeper,Swindon Town,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Blackburn Rovers,Mark Atkins,27,Right-Back,Wolves,?,Transfer,out,Summer,NA,1995,1995/1996
Blackburn Rovers,Robbie Slater,30,Central Midfield,West Ham,?,Transfer,out,Summer,NA,1995,1995/1996
Blackburn Rovers,Frank Talia,23,Goalkeeper,Swindon Town,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Blackburn Rovers,Richard Witschge,25,Central Midfield,G. Bordeaux,"End of loanJun 30, 1995",Loan,out,Summer,NA,1995,1995/1996
Southampton FC,Alan Neilson,22,Centre-Back,Newcastle,€1.20m,Transfer,in,Summer,1.2,1995,1995/1996
Southampton FC,Barry Venison,31,Right-Back,Galatasaray,€1.00m,Transfer,in,Summer,1,1995,1995/1996
Southampton FC,Matt Oakley,17,Defensive Midfield,Southampton U18,-,Transfer,in,Summer,NA,1995,1995/1996
Southampton FC,Paul Allen,32,Right Midfield,Stoke City,"End of loanJun 30, 1995",Loan,in,Summer,NA,1995,1995/1996
Southampton FC,Peter Whiston,27,Centre-Back,Shrewsbury,"End of loanOct 23, 1995",Loan,in,Summer,NA,1995,1995/1996
Southampton FC,Peter Whiston,27,Centre-Back,Shrewsbury,€63Th.,Transfer,out,Summer,0.063,1995,1995/1996
Southampton FC,Paul Allen,32,Right Midfield,Swindon Town,free transfer,Transfer,out,Summer,0,1995,1995/1996
Southampton FC,Peter Whiston,27,Centre-Back,Shrewsbury,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Southampton FC,Ronnie Ekelund,22,Left Midfield,Barcelona B,"End of loanJun 30, 1995",Loan,out,Summer,NA,1995,1995/1996
Manchester City,Giorgi Kinkladze,21,Attacking Midfield,Dinamo Tbilisi,€4.00m,Transfer,in,Summer,4,1995,1995/1996
Manchester City,Kit Symons,24,Centre-Back,Portsmouth,€1.50m,Transfer,in,Summer,1.5,1995,1995/1996
Manchester City,Gerry Creaney,25,Centre-Forward,Portsmouth,€1.00m,Transfer,in,Summer,1,1995,1995/1996
Manchester City,Eike Immel,34,Goalkeeper,VfB Stuttgart,€500Th.,Transfer,in,Summer,0.5,1995,1995/1996
Manchester City,Eduard Abazaj,31,Left-Back,Boavista,?,Transfer,in,Summer,NA,1995,1995/1996
Manchester City,David Nurse,18,Goalkeeper,Man City U18,-,Transfer,in,Summer,NA,1995,1995/1996
Manchester City,Brian McGlinchey,17,Left-Back,Man City U18,-,Transfer,in,Summer,NA,1995,1995/1996
Manchester City,Michael Brown,18,Central Midfield,Man City U18,-,Transfer,in,Summer,NA,1995,1995/1996
Manchester City,Chris Greenacre,17,Centre-Forward,Man City U18,-,Transfer,in,Summer,NA,1995,1995/1996
Manchester City,Alan Kernaghan,28,Centre-Back,Bolton,"End of loanJun 30, 1995",Loan,in,Summer,NA,1995,1995/1996
Manchester City,Paul Walsh,32,Centre-Forward,Portsmouth,€575Th.,Transfer,out,Summer,0.575,1995,1995/1996
Manchester City,Carl Griffiths,23,Centre-Forward,Portsmouth,€240Th.,Transfer,out,Summer,0.24,1995,1995/1996
Manchester City,Andy Hill,30,Right-Back,Port Vale,€180Th.,Transfer,out,Summer,0.18,1995,1995/1996
Manchester City,Adrian Mike,21,attack,Stockport,€75Th.,Transfer,out,Summer,0.075,1995,1995/1996
Manchester City,Michael Quigley,24,midfield,Hull City,free transfer,Transfer,out,Summer,0,1995,1995/1996
Manchester City,John Burridge,43,Goalkeeper,Notts County,free transfer,Transfer,out,Summer,0,1995,1995/1996
Manchester City,David Crawley,18,Left-Back,Dundalk FC,free transfer,Transfer,out,Summer,0,1995,1995/1996
Manchester City,David Brightwell,24,Centre-Back,Bradford,€35Th.,Transfer,out,Summer,0.035,1995,1995/1996
Manchester City,Fitzroy Simpson,25,Right Midfield,Portsmouth,?,Transfer,out,Summer,NA,1995,1995/1996
Manchester City,Michel Vonk,26,Centre-Back,Oldham Athletic,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Manchester City,Maurizio Gaudino,28,Central Midfield,E. Frankfurt,"End of loanJun 30, 1995",Loan,out,Summer,NA,1995,1995/1996
Manchester City,Giuseppe Mazzarelli,23,Right-Back,FC Zürich,"End of loanJun 30, 1996",Loan,out,Summer,NA,1995,1995/1996
Bolton Wanderers,Gerry Taggart,24,Centre-Back,Barnsley FC,€2.25m,Transfer,in,Summer,2.25,1995,1995/1996
Bolton Wanderers,Sasa Curcic,23,Defensive Midfield,Partizan,€2.25m,Transfer,in,Summer,2.25,1995,1995/1996
Bolton Wanderers,Steve McAnespie,23,Right-Back,Raith Rovers,€1.35m,Transfer,in,Summer,1.35,1995,1995/1996
Bolton Wanderers,Scott Sellars,29,Left Midfield,Newcastle,€850Th.,Transfer,in,Summer,0.85,1995,1995/1996
Bolton Wanderers,Andy Todd,20,Centre-Back,Middlesbrough,€375Th.,Transfer,in,Summer,0.375,1995,1995/1996
Bolton Wanderers,Greg Strong,19,Centre-Back,Wigan,free transfer,Transfer,in,Summer,0,1995,1995/1996
Bolton Wanderers,Chris Fairclough,31,Centre-Back,Leeds,?,Transfer,in,Summer,NA,1995,1995/1996
Bolton Wanderers,Marcus Hallows,19,Right Winger,Leigh Genesis FC,"End of loanJun 30, 1995",Loan,in,Summer,NA,1995,1995/1996
Bolton Wanderers,Jason McAteer,24,Right Midfield,Liverpool,€6.25m,Transfer,out,Summer,6.25,1995,1995/1996
Bolton Wanderers,Owen Coyle,28,Centre-Forward,Dundee United,€550Th.,Transfer,out,Summer,0.55,1995,1995/1996
Bolton Wanderers,Mark Seagraves,28,Centre-Back,Swindon Town,€125Th.,Transfer,out,Summer,0.125,1995,1995/1996
Bolton Wanderers,Jason Lydiate,23,defence,Blackpool,€88Th.,Transfer,out,Summer,0.088,1995,1995/1996
Bolton Wanderers,Peter Shilton,45,Goalkeeper,Coventry,free transfer,Transfer,out,Summer,0,1995,1995/1996
Bolton Wanderers,Alan Kernaghan,28,Centre-Back,Man City,"End of loanJun 30, 1995",Loan,out,Summer,NA,1995,1995/1996
West Ham United,Marco Boogers,28,Centre-Forward,Sparta R.,€725Th.,Transfer,in,Summer,0.725,1995,1995/1996
West Ham United,Iain Dowie,30,Centre-Forward,Crystal Palace,€600Th.,Transfer,in,Summer,0.6,1995,1995/1996
West Ham United,Steve Jones,26,Centre-Forward,Bournemouth,€249Th.,Transfer,in,Summer,0.249,1995,1995/1996
West Ham United,Dale Gordon,28,Right Midfield,Peterborough,?,Transfer,in,Summer,NA,1995,1995/1996
West Ham United,Robbie Slater,30,Central Midfield,Blackburn,?,Transfer,in,Summer,NA,1995,1995/1996
West Ham United,John Harkes,28,Right Midfield,Derby,?,Transfer,in,Summer,NA,1995,1995/1996
West Ham United,Emmanuel Omoyinmi,17,Centre-Forward,West Ham U18,-,Transfer,in,Summer,NA,1995,1995/1996
West Ham United,Frank Lampard,17,Central Midfield,West Ham U18,-,Transfer,in,Summer,NA,1995,1995/1996
West Ham United,Neil Finn,16,Goalkeeper,West Ham Res.,-,Transfer,in,Summer,NA,1995,1995/1996
West Ham United,Adrian Richard Whitbread,24,Centre-Back,Portsmouth,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
West Ham United,Mark Watson,21,attack,Leyton Orient,"End of loanOct 4, 1995",Loan,in,Summer,NA,1995,1995/1996
West Ham United,Simon Webster,32,defence,Derby,"End of loanMay 31, 1996",Loan,in,Summer,NA,1995,1995/1996
West Ham United,Trevor Morley,34,Centre-Forward,Brann,"End of loanJul 17, 1995",Loan,in,Summer,NA,1995,1995/1996
West Ham United,Matty Holmes,26,Left Midfield,Blackburn,€1.50m,Transfer,out,Summer,1.5,1995,1995/1996
West Ham United,Martin Allen,30,midfield,Portsmouth,€620Th.,Transfer,out,Summer,0.62,1995,1995/1996
West Ham United,Matthew Rush,24,midfield,Norwich,€413Th.,Transfer,out,Summer,0.413,1995,1995/1996
West Ham United,Jamie Victory,19,Left-Back,Bournemouth,free transfer,Transfer,out,Summer,0,1995,1995/1996
West Ham United,Frank Lampard,17,Central Midfield,Swansea,loan transfer,Loan,out,Summer,NA,1995,1995/1996
West Ham United,Simon Webster,31,defence,Derby,loan transfer,Loan,out,Summer,NA,1995,1995/1996
West Ham United,Mark Watson,21,attack,Leyton Orient,loan transfer,Loan,out,Summer,NA,1995,1995/1996
West Ham United,Mark Watson,21,attack,Cambridge Utd.,loan transfer,Loan,out,Summer,NA,1995,1995/1996
West Ham United,Trevor Morley,34,Centre-Forward,Reading,?,Transfer,out,Summer,NA,1995,1995/1996
West Ham United,Jeroen Boere,27,Centre-Forward,Crystal Palace,?,Transfer,out,Summer,NA,1995,1995/1996
West Ham United,Dieter Eckstein,31,Centre-Forward,Waldh. Mannheim,?,Transfer,out,Summer,NA,1995,1995/1996
Queens Park Rangers,Simon Osborn,23,Central Midfield,Reading,€1.65m,Transfer,in,Summer,1.65,1995,1995/1996
Queens Park Rangers,Ned Zelic,23,Defensive Midfield,Bor. Dortmund,€1.40m,Transfer,in,Summer,1.4,1995,1995/1996
Queens Park Rangers,Lee Charles,23,attack,Chertsey,€85Th.,Transfer,in,Summer,0.085,1995,1995/1996
Queens Park Rangers,Matt Lockwood,18,Left-Back,Southend U18,?,Transfer,in,Summer,NA,1995,1995/1996
Queens Park Rangers,Juergen Sommer,26,Goalkeeper,Luton,?,Transfer,in,Summer,NA,1995,1995/1996
Queens Park Rangers,Greg Goodridge,23,attack,Torquay,?,Transfer,in,Summer,NA,1995,1995/1996
Queens Park Rangers,Mark Perry,16,defence,Unknown,?,Transfer,in,Summer,NA,1995,1995/1996
Queens Park Rangers,Nigel Quashie,16,Central Midfield,QPR U18,-,Transfer,in,Summer,NA,1995,1995/1996
Queens Park Rangers,Les Ferdinand,28,Centre-Forward,Newcastle,€9.50m,Transfer,out,Summer,9.5,1995,1995/1996
Queens Park Rangers,Michael Meaker,23,Right Midfield,Reading,€550Th.,Transfer,out,Summer,0.55,1995,1995/1996
Queens Park Rangers,Clive Wilson,33,Left-Back,Spurs,free transfer,Transfer,out,Summer,0,1995,1995/1996
Queens Park Rangers,Dennis Bailey,29,attack,Gillingham FC,free transfer,Transfer,out,Summer,0,1995,1995/1996
Queens Park Rangers,Marvin Bryan,20,midfield,Blackpool,free transfer,Transfer,out,Summer,0,1995,1995/1996
Queens Park Rangers,Lee Charles,24,attack,Barnet,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Queens Park Rangers,Alan McCarthy,23,defence,Leyton Orient,?,Transfer,out,Summer,NA,1995,1995/1996
Queens Park Rangers,Sieb Dijkstra,28,Goalkeeper,Bristol City,loan transfer,Loan,out,Summer,NA,1995,1995/1996
Aston Villa,Graham Fenton,21,Second Striker,Blackburn,€1.50m,Transfer,out,Winter,1.5,1995,1995/1996
Aston Villa,Bryan Small,24,defence,Bolton,free transfer,Transfer,out,Winter,0,1995,1995/1996
Aston Villa,Nigel Spink,37,Goalkeeper,West Brom,?,Transfer,out,Winter,NA,1995,1995/1996
Queens Park Rangers,Mark Hateley,33,Centre-Forward,Rangers,€1.75m,Transfer,in,Winter,1.75,1995,1995/1996
Queens Park Rangers,Paul Murray,19,Central Midfield,Carlisle United,€450Th.,Transfer,in,Winter,0.45,1995,1995/1996
Queens Park Rangers,Sieb Dijkstra,29,Goalkeeper,Bristol City,"End of loanMar 1, 1996",Loan,in,Winter,NA,1995,1995/1996
Queens Park Rangers,Lee Charles,24,attack,Barnet,"End of loanDec 22, 1995",Loan,in,Winter,NA,1995,1995/1996
Queens Park Rangers,Simon Osborn,23,Central Midfield,Wolves,€1.50m,Transfer,out,Winter,1.5,1995,1995/1996
Queens Park Rangers,Bradley Allen,24,Centre-Forward,Charlton,€600Th.,Transfer,out,Winter,0.6,1995,1995/1996
Queens Park Rangers,Gary Penrice,31,Centre-Forward,Watford,€378Th.,Transfer,out,Winter,0.378,1995,1995/1996
Queens Park Rangers,Ned Zelic,24,Defensive Midfield,E. Frankfurt,€110Th.,Transfer,out,Winter,0.11,1995,1995/1996
Queens Park Rangers,Steve Hodge,33,Central Midfield,Watford,?,Transfer,out,Winter,NA,1995,1995/1996
Queens Park Rangers,Sieb Dijkstra,29,Goalkeeper,Wycombe,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Darko Kovacevic,22,Centre-Forward,Red Star,€5.00m,Transfer,in,Winter,5,1995,1995/1996
Sheffield Wednesday,Jon Newsome,25,Right-Back,Norwich,€2.25m,Transfer,in,Winter,2.25,1995,1995/1996
Sheffield Wednesday,Steve Nicol,33,Right-Back,Notts County,free transfer,Transfer,in,Winter,0,1995,1995/1996
Sheffield Wednesday,Regi Blinker,26,Left Midfield,Feyenoord,?,Transfer,in,Winter,NA,1995,1995/1996
Sheffield Wednesday,Chris Woods,36,Goalkeeper,Reading,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Sheffield Wednesday,Mark Bright,34,Centre-Forward,Millwall,"End of loanDec 26, 1996",Loan,in,Winter,NA,1995,1995/1996
Sheffield Wednesday,Richie Barker,20,Centre-Forward,Doncaster,"End of loanJan 1, 1996",Loan,in,Winter,NA,1995,1995/1996
Sheffield Wednesday,Andy Sinton,29,Left Midfield,Spurs,€1.82m,Transfer,out,Winter,1.82,1995,1995/1996
Sheffield Wednesday,Andy Pearce,29,Centre-Back,Wimbledon FC,€730Th.,Transfer,out,Winter,0.73,1995,1995/1996
Sheffield Wednesday,Ryan Anthony Jones,22,midfield,Scunthorpe Utd.,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Mark Bright,34,Centre-Forward,Millwall,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Chris Woods,36,Goalkeeper,Colorado,?,Transfer,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Dan Petrescu,28,Right-Back,Chelsea,?,Transfer,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Klas Ingesson,27,Defensive Midfield,Bari,?,Transfer,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Julian Watts,24,defence,Leicester,?,Transfer,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,John Sheridan,31,Central Midfield,Birmingham,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Sheffield Wednesday,Richie Barker,20,Centre-Forward,Ards FC,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Wimbledon FC,Andy Pearce,29,Centre-Back,Sheff Wed,€730Th.,Transfer,in,Winter,0.73,1995,1995/1996
Wimbledon FC,Simon Tracey,27,Goalkeeper,Sheff Utd,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Wimbledon FC,Aidan Newhouse,23,attack,Torquay,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Wimbledon FC,Brian McAllister,25,Right-Back,Crewe Alexandra,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Coventry City,Liam Daish,27,Centre-Back,Birmingham,€1.80m,Transfer,in,Winter,1.8,1995,1995/1996
Coventry City,Richard Shaw,27,Centre-Back,Crystal Palace,€1.50m,Transfer,in,Winter,1.5,1995,1995/1996
Coventry City,Noel Whelan,20,Centre-Forward,Leeds,?,Transfer,in,Winter,NA,1995,1995/1996
Coventry City,Ronnie Ekelund,23,Left Midfield,Barcelona B,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Coventry City,Jamie Barnwell-Edinboro,20,attack,Swansea,"End of loanFeb 1, 1996",Loan,in,Winter,NA,1995,1995/1996
Coventry City,Jamie Barnwell-Edinboro,20,attack,Wigan,"End of loanMar 28, 1996",Loan,in,Winter,NA,1995,1995/1996
Coventry City,Julian Darby,28,midfield,West Brom,€300Th.,Transfer,out,Winter,0.3,1995,1995/1996
Coventry City,Jonathan Gould,27,Goalkeeper,Bradford,free transfer,Transfer,out,Winter,0,1995,1995/1996
Coventry City,Peter Shilton,46,Goalkeeper,West Ham,free transfer,Transfer,out,Winter,0,1995,1995/1996
Coventry City,Jamie Barnwell-Edinboro,20,attack,Cambridge Utd.,free transfer,Transfer,out,Winter,0,1995,1995/1996
Coventry City,Steve Morgan,27,Left-Back,Bristol Rovers,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Coventry City,Jamie Barnwell-Edinboro,19,attack,Swansea,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Coventry City,Jamie Barnwell-Edinboro,20,attack,Wigan,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Coventry City,Neil Cutler,19,Goalkeeper,West Brom,"End of loanDec 1, 1995",Loan,out,Winter,NA,1995,1995/1996
Coventry City,Ronnie Ekelund,23,Left Midfield,Barcelona B,"End of loanApr 1, 1996",Loan,out,Winter,NA,1995,1995/1996
Manchester United,Tony Coton,34,Goalkeeper,Man City,€575Th.,Transfer,in,Winter,0.575,1995,1995/1996
Manchester United,William Prunier,28,Centre-Back,G. Bordeaux,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Manchester United,Kevin Pilkington,21,Goalkeeper,Rochdale,"End of loanMar 1, 1996",Loan,in,Winter,NA,1995,1995/1996
Manchester United,Ben Thornley,20,Left Winger,Stockport,"End of loanFeb 21, 1996",Loan,in,Winter,NA,1995,1995/1996
Manchester United,Kevin Pilkington,21,Goalkeeper,Rochdale,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester United,Graeme Tomlinson,20,attack,Luton,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester United,Ben Thornley,20,Left Winger,Stockport,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester United,Ben Thornley,20,Left Winger,Huddersfield,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester United,Chris Casper,20,Centre-Back,Bournemouth,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Manchester United,William Prunier,28,Centre-Back,G. Bordeaux,"End of loanMar 1, 1996",Loan,out,Winter,NA,1995,1995/1996
Newcastle United,Faustino Asprilla,26,Centre-Forward,AC Parma,€7.60m,Transfer,in,Winter,7.6,1995,1995/1996
Newcastle United,David Batty,27,Defensive Midfield,Blackburn,€5.15m,Transfer,in,Winter,5.15,1995,1995/1996
Newcastle United,Richard Appleby,20,midfield,Ipswich,free transfer,Transfer,out,Winter,0,1995,1995/1996
Newcastle United,Malcolm Allen,28,Centre-Forward,Retired,-,Transfer,out,Winter,NA,1995,1995/1996
Nottingham Forest,Alan Fettis,24,Goalkeeper,Hull City,?,Transfer,in,Winter,NA,1995,1995/1996
Nottingham Forest,Chris Allen,23,Left Winger,Oxford United,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Nottingham Forest,Steve Guinan,20,Centre-Forward,Darlington,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Nottingham Forest,Gary Bull,29,attack,Brighton,"End of loanDec 28, 1995",Loan,in,Winter,NA,1995,1995/1996
Nottingham Forest,Gary Bull,29,attack,Birmingham,free transfer,Transfer,out,Winter,0,1995,1995/1996
Nottingham Forest,Craig Armstrong,20,Left-Back,Bristol Rovers,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Nottingham Forest,Steve Guinan,19,Centre-Forward,Darlington,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Nottingham Forest,Vance Warner,21,defence,Grimsby Town,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Nottingham Forest,Simon Tracey,27,Goalkeeper,Sheff Utd,"End of loanNov 1, 1995",Loan,out,Winter,NA,1995,1995/1996
Middlesbrough FC,Branco,31,Left-Back,Corinthians,?,Transfer,in,Winter,NA,1995,1995/1996
Middlesbrough FC,Ben Roberts,20,Goalkeeper,Hartlepool,"End of loanNov 1, 1995",Loan,in,Winter,NA,1995,1995/1996
Middlesbrough FC,Ben Roberts,20,Goalkeeper,Wycombe,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Middlesbrough FC,Paul Wilkinson,31,Centre-Forward,Oldham Athletic,"End of loanNov 30, 1995",Loan,in,Winter,NA,1995,1995/1996
Middlesbrough FC,Paul Wilkinson,31,Centre-Forward,Watford,"End of loanMar 27, 1996",Loan,in,Winter,NA,1995,1995/1996
Middlesbrough FC,Jaime Moreno,21,Centre-Forward,D.C. United,free transfer,Transfer,out,Winter,0,1995,1995/1996
Middlesbrough FC,Ben Roberts,20,Goalkeeper,Wycombe,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Middlesbrough FC,Keith O'Halloran,20,Central Midfield,Scunthorpe Utd.,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Middlesbrough FC,Paul Wilkinson,31,Centre-Forward,Watford,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Middlesbrough FC,Paul Wilkinson,31,Centre-Forward,Luton,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Chelsea FC,Dan Petrescu,28,Right-Back,Sheff Wed,?,Transfer,in,Winter,NA,1995,1995/1996
Chelsea FC,Terry Phelan,28,Left-Back,Man City,?,Transfer,in,Winter,NA,1995,1995/1996
Chelsea FC,Anthony Barness,23,Right-Back,Southend United,"End of loanMar 1, 1996",Loan,in,Winter,NA,1995,1995/1996
Chelsea FC,Michael Duberry,20,Centre-Back,Bournemouth,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Chelsea FC,Gareth Hall,26,Defensive Midfield,Sunderland,"End of loanDec 31, 1995",Loan,in,Winter,NA,1995,1995/1996
Chelsea FC,Gareth Hall,26,Defensive Midfield,Sunderland,€360Th.,Transfer,out,Winter,0.36,1995,1995/1996
Chelsea FC,Junior Mendes,19,Attacking Midfield,St. Mirren,free transfer,Transfer,out,Winter,0,1995,1995/1996
Chelsea FC,Anthony Barness,22,Right-Back,Southend United,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Chelsea FC,Gareth Hall,26,Defensive Midfield,Sunderland,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Leeds United,Lee Chapman,36,Centre-Forward,Ipswich,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Leeds United,Tomas Brolin,25,Centre-Forward,AC Parma,?,Transfer,in,Winter,NA,1995,1995/1996
Leeds United,Kevin Sharp,21,Left-Back,Wigan,€150Th.,Transfer,out,Winter,0.15,1995,1995/1996
Leeds United,Paul Pettinger,20,Goalkeeper,Gillingham FC,free transfer,Transfer,out,Winter,0,1995,1995/1996
Leeds United,Noel Whelan,20,Centre-Forward,Coventry,?,Transfer,out,Winter,NA,1995,1995/1996
Leeds United,Paul Evans,22,Goalkeeper,Crystal Palace,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Leeds United,Lee Chapman,36,Centre-Forward,Ipswich,"End of loanMar 27, 1996",Loan,out,Winter,NA,1995,1995/1996
West Ham United,Slaven Bilic,27,Centre-Back,Karlsruher SC,€1.65m,Transfer,in,Winter,1.65,1995,1995/1996
West Ham United,Ilie Dumitrescu,26,Left Winger,Spurs,€1.50m,Transfer,in,Winter,1.5,1995,1995/1996
West Ham United,Peter Shilton,46,Goalkeeper,Coventry,free transfer,Transfer,in,Winter,0,1995,1995/1996
West Ham United,Mark Watson,21,attack,Cambridge Utd.,"End of loanDec 27, 1995",Loan,in,Winter,NA,1995,1995/1996
West Ham United,Dani,19,Attacking Midfield,Sporting CP,loan transfer,Loan,in,Winter,NA,1995,1995/1996
West Ham United,Rio Ferdinand,16,Centre-Back,West Ham U18,-,Transfer,in,Winter,NA,1995,1995/1996
West Ham United,Mark Watson,22,attack,Shrewsbury,"End of loanMar 2, 1996",Loan,in,Winter,NA,1995,1995/1996
West Ham United,Darren Currie,21,midfield,Leyton Orient,"End of loanFeb 6, 1996",Loan,in,Winter,NA,1995,1995/1996
West Ham United,Frank Lampard,17,Central Midfield,Swansea,"End of loanJan 1, 1996",Loan,in,Winter,NA,1995,1995/1996
West Ham United,Don Hutchison,24,Attacking Midfield,Sheff Utd,€1.80m,Transfer,out,Winter,1.8,1995,1995/1996
West Ham United,Ian Feuer,24,Goalkeeper,Luton,€650Th.,Transfer,out,Winter,0.65,1995,1995/1996
West Ham United,Darren Currie,21,midfield,Shrewsbury,€90Th.,Transfer,out,Winter,0.09,1995,1995/1996
West Ham United,Paul Mitchell,24,Central Midfield,Bournemouth,free transfer,Transfer,out,Winter,0,1995,1995/1996
West Ham United,Darren Currie,20,midfield,Leyton Orient,loan transfer,Loan,out,Winter,NA,1995,1995/1996
West Ham United,Mark Watson,22,attack,Shrewsbury,loan transfer,Loan,out,Winter,NA,1995,1995/1996
West Ham United,Marco Boogers,29,Centre-Forward,FC Groningen,?,Transfer,out,Winter,NA,1995,1995/1996
West Ham United,John Harkes,28,Right Midfield,D.C. United,?,Transfer,out,Winter,NA,1995,1995/1996
West Ham United,Dale Gordon,28,Right Midfield,Millwall,?,Transfer,out,Winter,NA,1995,1995/1996
West Ham United,Adrian Richard Whitbread,24,Centre-Back,Portsmouth,loan transfer,Loan,out,Winter,NA,1995,1995/1996
Bolton Wanderers,Nathan Blake,23,Centre-Forward,Sheff Utd,€1.68m,Transfer,in,Winter,1.68,1995,1995/1996
Bolton Wanderers,Gavin Ward,25,Goalkeeper,Bradford,€450Th.,Transfer,in,Winter,0.45,1995,1995/1996
Bolton Wanderers,Scott Taylor,19,Centre-Forward,Millwall,€170Th.,Transfer,in,Winter,0.17,1995,1995/1996
Bolton Wanderers,Wayne Burnett,24,midfield,Plymouth,€121Th.,Transfer,in,Winter,0.121,1995,1995/1996
Bolton Wanderers,Enzo Gambaro,29,Left-Back,Milan,free transfer,Transfer,in,Winter,0,1995,1995/1996
Bolton Wanderers,Bryan Small,24,defence,Aston Villa,free transfer,Transfer,in,Winter,0,1995,1995/1996
Bolton Wanderers,Neil McDonald,30,Right-Back,Preston,€60Th.,Transfer,out,Winter,0.06,1995,1995/1996
Bolton Wanderers,Enzo Gambaro,30,Left-Back,Grimsby Town,?,Transfer,out,Winter,NA,1995,1995/1996
Bolton Wanderers,Mark Patterson,30,Central Midfield,Sheff Utd,?,Transfer,out,Winter,NA,1995,1995/1996
Manchester City,Mikheil Kavelashvili,24,Centre-Forward,Dinamo Tbilisi,€2.00m,Transfer,in,Winter,2,1995,1995/1996
Manchester City,Nigel Clough,29,Attacking Midfield,Liverpool,€1.70m,Transfer,in,Winter,1.7,1995,1995/1996
Manchester City,Martin Phillips,19,Central Midfield,Exeter City,€750Th.,Transfer,in,Winter,0.75,1995,1995/1996
Manchester City,Scott Hiley,27,Right-Back,Birmingham,€313Th.,Transfer,in,Winter,0.313,1995,1995/1996
Manchester City,Michael Frontzeck,31,Left-Back,Bor. M'gladbach,?,Transfer,in,Winter,NA,1995,1995/1996
Manchester City,Ronnie Ekelund,23,Left Midfield,Barcelona B,loan transfer,Loan,in,Winter,NA,1995,1995/1996
Manchester City,Scott Hiley,27,Right-Back,Birmingham,loan transfer,Loan,in,Winter,NA,1995,1995/1996
