club_name,player_name,age,position,club_involved_name,fee,transfer_type,transfer_movement,transfer_period,fee_cleaned,year,season
Manchester United,Lee Martin,20,Attacking Midfield,Plymouth,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Manchester United,Michael Lea,19,Left-Back,Royal Antwerp,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Manchester United,Phil Bardsley,22,Right-Back,Sheff Utd,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Manchester United,Fraizer Campbell,20,Centre-Forward,Hull City,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Manchester United,Ole Gunnar Solskjaer,34,Second Striker,Retired,-,Transfer,out,Summer,NA,2007,2007/2008
Manchester United,Tomasz Kuszczak,25,Goalkeeper,West Brom,"End of loanJun 30, 2007",Loan,out,Summer,NA,2007,2007/2008
Chelsea FC,Florent Malouda,27,Left Winger,Olympique Lyon,€19.00m,Transfer,in,Summer,19,2007,2007/2008
Chelsea FC,Juliano Belletti,31,Right-Back,Barcelona,€5.50m,Transfer,in,Summer,5.5,2007,2007/2008
Chelsea FC,Claudio Pizarro,28,Centre-Forward,Bayern Munich,free transfer,Transfer,in,Summer,0,2007,2007/2008
Chelsea FC,Steve Sidwell,24,Central Midfield,Reading,free transfer,Transfer,in,Summer,0,2007,2007/2008
Chelsea FC,Tal Ben Haim,25,Centre-Back,Bolton,free transfer,Transfer,in,Summer,0,2007,2007/2008
Chelsea FC,Scott Sinclair,18,Left Winger,Chelsea U18,-,Transfer,in,Summer,NA,2007,2007/2008
Chelsea FC,Miroslav Stoch,17,Left Winger,Chelsea U18,-,Transfer,in,Summer,NA,2007,2007/2008
Chelsea FC,Ryan Bertrand,17,Left-Back,Chelsea U18,-,Transfer,in,Summer,NA,2007,2007/2008
Chelsea FC,Alex,25,Centre-Back,PSV Eindhoven,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Chelsea FC,Slobodan Rajkovic,18,Centre-Back,OFK Beograd,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Chelsea FC,Michael Mancienne,20,Centre-Back,QPR,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Chelsea FC,Scott Sinclair,19,Left Winger,Crystal Palace,"End of loanMay 14, 2008",Loan,in,Summer,NA,2007,2007/2008
Chelsea FC,Arjen Robben,23,Right Winger,Real Madrid,€35.00m,Transfer,out,Summer,35,2007,2007/2008
Chelsea FC,Glen Johnson,23,Right-Back,Portsmouth,€5.50m,Transfer,out,Summer,5.5,2007,2007/2008
Chelsea FC,Lassana Diarra,22,Defensive Midfield,Arsenal,€2.90m,Transfer,out,Summer,2.9,2007,2007/2008
Chelsea FC,Slobodan Rajkovic,18,Centre-Back,PSV Eindhoven,Loan fee:€250Th.,Loan,out,Summer,0.25,2007,2007/2008
Chelsea FC,Nuno Morais,23,Defensive Midfield,APOEL Nicosia,free transfer,Transfer,out,Summer,0,2007,2007/2008
Chelsea FC,Magnus Hedman,34,Goalkeeper,Unknown,free transfer,Transfer,out,Summer,0,2007,2007/2008
Chelsea FC,Njitap Geremi,28,Right Midfield,Newcastle,free transfer,Transfer,out,Summer,0,2007,2007/2008
Chelsea FC,James Russell,19,Goalkeeper,Stevenage,free transfer,Transfer,out,Summer,0,2007,2007/2008
Chelsea FC,Khalid Boulahrouz,25,Centre-Back,Sevilla FC,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Chelsea FC,Ryan Bertrand,18,Left-Back,Oldham Athletic,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Chelsea FC,Ben Sahar,17,Centre-Forward,QPR,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Fernando Torres,23,Centre-Forward,Atlético Madrid,€38.00m,Transfer,in,Summer,38,2007,2007/2008
Liverpool FC,Ryan Babel,20,Left Winger,Ajax,€17.25m,Transfer,in,Summer,17.25,2007,2007/2008
Liverpool FC,Lucas Leiva,21,Defensive Midfield,Grêmio,€10.00m,Transfer,in,Summer,10,2007,2007/2008
Liverpool FC,Yossi Benayoun,27,Right Winger,West Ham,€7.30m,Transfer,in,Summer,7.3,2007,2007/2008
Liverpool FC,Krisztián Németh,18,Centre-Forward,MTK Budapest,€3.00m,Transfer,in,Summer,3,2007,2007/2008
Liverpool FC,Sebastián Leto,20,Left Winger,Lanús,€3.00m,Transfer,in,Summer,3,2007,2007/2008
Liverpool FC,Charles Itandje,24,Goalkeeper,Lens,€1.50m,Transfer,in,Summer,1.5,2007,2007/2008
Liverpool FC,Damien Plessis,19,Defensive Midfield,Olymp. Lyon B,€500Th.,Transfer,in,Summer,0.5,2007,2007/2008
Liverpool FC,Nikolay Mihaylov,19,Goalkeeper,Levski Sofia,€150Th.,Transfer,in,Summer,0.15,2007,2007/2008
Liverpool FC,Ryan Crowther,18,Right Winger,Stockport,free transfer,Transfer,in,Summer,0,2007,2007/2008
Liverpool FC,Andriy Voronin,27,Second Striker,Bay. Leverkusen,free transfer,Transfer,in,Summer,0,2007,2007/2008
Liverpool FC,András Simon,17,Centre-Forward,MTK U19,?,Transfer,in,Summer,NA,2007,2007/2008
Liverpool FC,Ray Putterill,18,Left Midfield,Liverpool U18,-,Transfer,in,Summer,NA,2007,2007/2008
Liverpool FC,Robbie Threlfall,18,Left-Back,Liverpool U18,-,Transfer,in,Summer,NA,2007,2007/2008
Liverpool FC,Godwin Antwi,19,Centre-Back,Hartlepool,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Danny Guthrie,21,Central Midfield,Bolton,"End of loanMay 31, 2008",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Jack Hobbs,19,Centre-Back,Scunthorpe Utd.,"End of loanMay 31, 2008",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Robbie Threlfall,19,Left-Back,Hereford Utd.,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Florent Sinama-Pongolle,22,Second Striker,Recr. Huelva,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Anthony Le Tallec,22,Centre-Forward,FC Sochaux,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Djibril Cissé,25,Centre-Forward,Marseille,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Liverpool FC,Craig Bellamy,27,Left Winger,West Ham,€11.25m,Transfer,out,Summer,11.25,2007,2007/2008
Liverpool FC,Djibril Cissé,25,Centre-Forward,Marseille,€9.00m,Transfer,out,Summer,9,2007,2007/2008
Liverpool FC,Mark González,23,Left Winger,Real Betis,€6.00m,Transfer,out,Summer,6,2007,2007/2008
Liverpool FC,Florent Sinama-Pongolle,22,Second Striker,Recr. Huelva,€4.00m,Transfer,out,Summer,4,2007,2007/2008
Liverpool FC,Luis García,29,Right Winger,Atlético Madrid,€4.00m,Transfer,out,Summer,4,2007,2007/2008
Liverpool FC,Gabriel Paletta,21,Centre-Back,Boca Juniors,€1.50m,Transfer,out,Summer,1.5,2007,2007/2008
Liverpool FC,Jerzy Dudek,34,Goalkeeper,Real Madrid,free transfer,Transfer,out,Summer,0,2007,2007/2008
Liverpool FC,Boudewijn Zenden,30,Left Winger,Marseille,free transfer,Transfer,out,Summer,0,2007,2007/2008
Liverpool FC,Robbie Fowler,32,Centre-Forward,Cardiff,free transfer,Transfer,out,Summer,0,2007,2007/2008
Liverpool FC,Godwin Antwi,19,Centre-Back,Hartlepool,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Danny Guthrie,20,Central Midfield,Bolton,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Scott Carson,21,Goalkeeper,Aston Villa,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Besian Idrizaj,19,Centre-Forward,Crystal Palace,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Anthony Le Tallec,22,Centre-Forward,Le Mans UC 72,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,James Smith,21,Right-Back,Stockport,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Miki Roqué,19,Centre-Back,Xerez CD,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Nikolay Mihaylov,19,Goalkeeper,Twente FC,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Liverpool FC,Salif Diao,30,Defensive Midfield,Without Club,-,Transfer,out,Summer,NA,2007,2007/2008
Liverpool FC,Daniele Padelli,21,Goalkeeper,Sampdoria,"End of loanJun 30, 2007",Loan,out,Summer,NA,2007,2007/2008
Arsenal FC,Eduardo,24,Centre-Forward,Dinamo Zagreb,€13.50m,Transfer,in,Summer,13.5,2007,2007/2008
Arsenal FC,Bacary Sagna,24,Right-Back,AJ Auxerre,€9.00m,Transfer,in,Summer,9,2007,2007/2008
Arsenal FC,Lukasz Fabianski,22,Goalkeeper,Legia Warszawa,€4.35m,Transfer,in,Summer,4.35,2007,2007/2008
Arsenal FC,Lassana Diarra,22,Defensive Midfield,Chelsea,€2.90m,Transfer,in,Summer,2.9,2007,2007/2008
Arsenal FC,Pedro Botelho,17,Left-Back,Figueirense U17,€1.20m,Transfer,in,Summer,1.2,2007,2007/2008
Arsenal FC,Gavin Hoyte,17,Right-Back,Arsenal U18,-,Transfer,in,Summer,NA,2007,2007/2008
Arsenal FC,Fran Mérida,17,Central Midfield,Arsenal U18,-,Transfer,in,Summer,NA,2007,2007/2008
Arsenal FC,Mark Randall,17,Central Midfield,Arsenal U18,-,Transfer,in,Summer,NA,2007,2007/2008
Arsenal FC,Nicklas Bendtner,19,Centre-Forward,Arsenal Res.,-,Transfer,in,Summer,NA,2007,2007/2008
Arsenal FC,Armand Traoré,17,Left-Back,Arsenal U18,-,Transfer,in,Summer,NA,2007,2007/2008
Arsenal FC,Kieran Gibbs,17,Left-Back,Arsenal U18,-,Transfer,in,Summer,NA,2007,2007/2008
Arsenal FC,Kerrea Gilbert,21,Right-Back,Southend United,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Arsenal FC,Carlos Vela,18,Right Winger,UD Salamanca,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Arsenal FC,Mark Randall,18,Central Midfield,Burnley,"End of loanMay 5, 2008",Loan,in,Summer,NA,2007,2007/2008
Arsenal FC,José Antonio Reyes,23,Right Winger,Real Madrid,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Arsenal FC,Thierry Henry,29,Centre-Forward,Barcelona,€24.00m,Transfer,out,Summer,24,2007,2007/2008
Arsenal FC,José Antonio Reyes,23,Right Winger,Atlético Madrid,€12.00m,Transfer,out,Summer,12,2007,2007/2008
Arsenal FC,Fabrice Muamba,19,Central Midfield,Birmingham,€6.00m,Transfer,out,Summer,6,2007,2007/2008
Arsenal FC,Freddie Ljungberg,30,Right Midfield,West Ham,€4.50m,Transfer,out,Summer,4.5,2007,2007/2008
Arsenal FC,Jérémie Aliadière,24,Centre-Forward,Middlesbrough,€3.00m,Transfer,out,Summer,3,2007,2007/2008
Arsenal FC,Pedro Botelho,17,Left-Back,UD Salamanca,Loan fee:€125Th.,Loan,out,Summer,0.125,2007,2007/2008
Arsenal FC,Mart Poom,35,Goalkeeper,Watford,€100Th.,Transfer,out,Summer,0.1,2007,2007/2008
Arsenal FC,Arturo Lupoli,20,Centre-Forward,Fiorentina,free transfer,Transfer,out,Summer,0,2007,2007/2008
Arsenal FC,Ryan Garry,23,Centre-Back,Bournemouth,free transfer,Transfer,out,Summer,0,2007,2007/2008
Arsenal FC,Joe O'Cearuill,20,Centre-Back,Barnet,free transfer,Transfer,out,Summer,0,2007,2007/2008
Arsenal FC,Carlos Vela,18,Right Winger,CA Osasuna,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Arsenal FC,Kerrea Gilbert,20,Right-Back,Southend United,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Arsenal FC,Johan Djourou,20,Centre-Back,Birmingham,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Arsenal FC,Júlio Baptista,25,Attacking Midfield,Real Madrid,"End of loanJun 30, 2007",Loan,out,Summer,NA,2007,2007/2008
Tottenham Hotspur,Darren Bent,23,Centre-Forward,Charlton,€24.75m,Transfer,in,Summer,24.75,2007,2007/2008
Tottenham Hotspur,Gareth Bale,17,Right Winger,Southampton,€14.70m,Transfer,in,Summer,14.7,2007,2007/2008
Tottenham Hotspur,Younès Kaboul,21,Centre-Back,AJ Auxerre,€12.00m,Transfer,in,Summer,12,2007,2007/2008
Tottenham Hotspur,Kevin-Prince Boateng,20,Attacking Midfield,Hertha BSC,€7.90m,Transfer,in,Summer,7.9,2007,2007/2008
Tottenham Hotspur,Adel Taarabt,18,Central Midfield,Lens,€4.00m,Transfer,in,Summer,4,2007,2007/2008
Tottenham Hotspur,Danny Rose,17,Left-Back,Leeds U18,€1.00m,Transfer,in,Summer,1,2007,2007/2008
Tottenham Hotspur,David Button,18,Goalkeeper,Spurs U18,-,Transfer,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Jamie O'Hara,20,Central Midfield,Tottenham Res.,-,Transfer,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Simon Dawkins,19,Left Winger,Spurs U18,-,Transfer,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Anthony Gardner,27,Centre-Back,Everton,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Ben Alnwick,20,Goalkeeper,Luton,"End of loanOct 1, 2007",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Ben Alnwick,21,Goalkeeper,Leicester,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Paul Stalteri,30,Right-Back,Fulham,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Wayne Routledge,22,Left Winger,Fulham,"End of loanJun 19, 2007",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Andy Barcham,21,Left Winger,Leyton Orient,"End of loanMay 4, 2008",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Reto Ziegler,21,Centre-Back,Sampdoria,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Rodrigo Defendi,21,Centre-Back,AS Roma,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Tottenham Hotspur,Mido,24,Centre-Forward,Middlesbrough,€8.80m,Transfer,out,Summer,8.8,2007,2007/2008
Tottenham Hotspur,Reto Ziegler,21,Centre-Back,Sampdoria,€2.00m,Transfer,out,Summer,2,2007,2007/2008
Tottenham Hotspur,Mark Yeates,22,Left Winger,Colchester Utd.,€275Th.,Transfer,out,Summer,0.275,2007,2007/2008
Tottenham Hotspur,Danny Murphy,30,Central Midfield,Fulham,free transfer,Transfer,out,Summer,0,2007,2007/2008
Tottenham Hotspur,Rodrigo Defendi,21,Centre-Back,Avellino,free transfer,Transfer,out,Summer,0,2007,2007/2008
Tottenham Hotspur,Rob Burch,23,Goalkeeper,Sheff Wed,free transfer,Transfer,out,Summer,0,2007,2007/2008
Tottenham Hotspur,Leigh Mills,19,Centre-Back,Brentford,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Tottenham Hotspur,Jamie O'Hara,20,Central Midfield,Millwall,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Tottenham Hotspur,Lee Barnard,23,Centre-Forward,Crewe Alexandra,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Tottenham Hotspur,Ben Alnwick,20,Goalkeeper,Luton,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Tottenham Hotspur,Philip Ifil,20,Right-Back,Southampton,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Everton FC,Yakubu Aiyegbeni,24,Centre-Forward,Middlesbrough,€16.50m,Transfer,in,Summer,16.5,2007,2007/2008
Everton FC,Leighton Baines,22,Left-Back,Wigan,€7.50m,Transfer,in,Summer,7.5,2007,2007/2008
Everton FC,Phil Jagielka,24,Centre-Back,Sheff Utd,€6.00m,Transfer,in,Summer,6,2007,2007/2008
Everton FC,Tim Howard,28,Goalkeeper,Man Utd,€4.20m,Transfer,in,Summer,4.2,2007,2007/2008
Everton FC,Lukas Jutkiewicz,18,Centre-Forward,Swindon Town,€600Th.,Transfer,in,Summer,0.6,2007,2007/2008
Everton FC,Steven Pienaar,25,Left Winger,Bor. Dortmund,Loan fee:€500Th.,Loan,in,Summer,0.5,2007,2007/2008
Everton FC,Stefan Wessels,28,Goalkeeper,1. FC Köln,free transfer,Transfer,in,Summer,0,2007,2007/2008
Everton FC,Thomas Gravesen,31,Defensive Midfield,Celtic,loan transfer,Loan,in,Summer,NA,2007,2007/2008
Everton FC,Alan Kearney,19,midfield,Chester City,"End of loanJun 1, 2007",Loan,in,Summer,NA,2007,2007/2008
Everton FC,Paddy Boyle,21,Left-Back,Crewe Alexandra,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Everton FC,John Ruddy,21,Goalkeeper,Stockport,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Everton FC,Lukas Jutkiewicz,19,Centre-Forward,Plymouth,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Everton FC,James Beattie,29,Centre-Forward,Sheff Utd,€5.00m,Transfer,out,Summer,5,2007,2007/2008
Everton FC,Gary Naysmith,28,Left-Back,Sheff Utd,€1.50m,Transfer,out,Summer,1.5,2007,2007/2008
Everton FC,Alan Kearney,19,midfield,Waterford Utd,free transfer,Transfer,out,Summer,0,2007,2007/2008
Everton FC,Richard Wright,29,Goalkeeper,West Ham,free transfer,Transfer,out,Summer,0,2007,2007/2008
Everton FC,Anderson Silva,24,Defensive Midfield,Barnsley FC,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Everton FC,Alessandro Pistone,31,Left-Back,Without Club,-,Transfer,out,Summer,NA,2007,2007/2008
Everton FC,Tim Howard,28,Goalkeeper,Man Utd,"End of loanJun 30, 2007",Loan,out,Summer,NA,2007,2007/2008
Everton FC,Thomas Gravesen,32,Defensive Midfield,Celtic,"End of loanMay 1, 2008",Loan,out,Summer,NA,2007,2007/2008
Everton FC,Manuel Fernandes,21,Attacking Midfield,Benfica,"End of loanJun 30, 2007",Loan,out,Summer,NA,2007,2007/2008
Everton FC,Anthony Gardner,27,Centre-Back,Spurs,"End of loanMay 1, 2008",Loan,out,Summer,NA,2007,2007/2008
Bolton Wanderers,Heidar Helguson,29,Centre-Forward,Fulham,€2.85m,Transfer,in,Summer,2.85,2007,2007/2008
Bolton Wanderers,Gavin McCann,29,Central Midfield,Aston Villa,€1.50m,Transfer,in,Summer,1.5,2007,2007/2008
Bolton Wanderers,Daniel Braaten,25,Right Winger,Rosenborg,€750Th.,Transfer,in,Summer,0.75,2007,2007/2008
Bolton Wanderers,Christian Wilhelmsson,27,Right Winger,FC Nantes,Loan fee:€500Th.,Loan,in,Summer,0.5,2007,2007/2008
Bolton Wanderers,Gérald Cid,24,Centre-Back,G. Bordeaux,free transfer,Transfer,in,Summer,0,2007,2007/2008
Bolton Wanderers,Jlloyd Samuel,26,Defensive Midfield,Aston Villa,free transfer,Transfer,in,Summer,0,2007,2007/2008
Bolton Wanderers,Danny Guthrie,20,Central Midfield,Liverpool,loan transfer,Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Andrew O'Brien,28,Centre-Back,Portsmouth,?,Transfer,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Blerim Dzemaili,21,Central Midfield,FC Zürich,?,Transfer,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Mikel Alonso,27,Central Midfield,Real Sociedad,loan transfer,Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Les Thompson,19,Right Midfield,Bolton U18,-,Transfer,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Michael Burns,18,Central Midfield,Bolton U18,-,Transfer,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Johann Smith,20,Left-Back,Carlisle United,"End of loanJun 30, 2007",Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Przemyslaw Kazimierczak,19,Goalkeeper,Wycombe,"End of loanOct 28, 2007",Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Gary Speed,38,Left Midfield,Sheff Utd,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Les Thompson,19,Right Midfield,Torquay,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Chris Basham,19,Centre-Back,Rochdale,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Bolton Wanderers,Abdoulaye Faye,29,Centre-Back,Newcastle,€2.80m,Transfer,out,Summer,2.8,2007,2007/2008
Bolton Wanderers,Idan Tal,31,Defensive Midfield,B. Jerusalem,€366Th.,Transfer,out,Summer,0.366,2007,2007/2008
Bolton Wanderers,Blazej Augustyn,19,Centre-Back,Legia Warszawa,free transfer,Transfer,out,Summer,0,2007,2007/2008
Bolton Wanderers,Tal Ben Haim,25,Centre-Back,Chelsea,free transfer,Transfer,out,Summer,0,2007,2007/2008
Bolton Wanderers,Henrik Pedersen,32,Centre-Forward,Hull City,free transfer,Transfer,out,Summer,0,2007,2007/2008
Bolton Wanderers,Quinton Fortune,30,Central Midfield,WP United,free transfer,Transfer,out,Summer,0,2007,2007/2008
Bolton Wanderers,César Martín,30,Centre-Back,Hércules CF,free transfer,Transfer,out,Summer,0,2007,2007/2008
Bolton Wanderers,Chris Howarth,21,Goalkeeper,Carlisle United,free transfer,Transfer,out,Summer,0,2007,2007/2008
Bolton Wanderers,Jaroslaw Fojut,19,Centre-Back,Luton,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Bolton Wanderers,Les Thompson,19,Right Midfield,Stockport,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Bolton Wanderers,Johann Smith,20,Left-Back,Darlington,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Bolton Wanderers,Przemyslaw Kazimierczak,19,Goalkeeper,Wycombe,loan transfer,Loan,out,Summer,NA,2007,2007/2008
Bolton Wanderers,David Thompson,29,Right Midfield,Retired,-,Transfer,out,Summer,NA,2007,2007/2008
Bolton Wanderers,Danny Guthrie,21,Central Midfield,Liverpool,"End of loanMay 31, 2008",Loan,out,Summer,NA,2007,2007/2008
Bolton Wanderers,Grzegorz Rasiak,29,Centre-Forward,Southampton,"End of loanMay 1, 2008",Loan,out,Summer,NA,2007,2007/2008
Reading FC,Emerse Faé,23,Central Midfield,FC Nantes,€3.50m,Transfer,in,Summer,3.5,2007,2007/2008
Reading FC,Liam Rosenior,23,Right-Back,Fulham,€1.90m,Transfer,in,Summer,1.9,2007,2007/2008
Reading FC,André Bikey,22,defence,Loko Moscow,€1.50m,Transfer,in,Summer,1.5,2007,2007/2008
Reading FC,Kalifa Cissé,23,Centre-Back,Boavista,€1.50m,Transfer,in,Summer,1.5,2007,2007/2008
Reading FC,Simon Church,18,Centre-Forward,Reading U18,-,Transfer,in,Summer,NA,2007,2007/2008
Reading FC,Gylfi Sigurdsson,17,Attacking Midfield,Reading U18,-,Transfer,in,Summer,NA,2007,2007/2008
Reading FC,Alex McCarthy,17,Goalkeeper,Reading U18,-,Transfer,in,Summer,NA,2007,2007/2008
Reading FC,Adam Bygrave,18,Right-Back,Reading U18,-,Transfer,in,Summer,NA,2007,2007/2008
Reading FC,Hal Robson-Kanu,18,Centre-Forward,Reading U18,-,Transfer,in,Summer,NA,2007,2007/2008
Reading FC,Jem Karacan,18,Central Midfield,Reading U18,-,Transfer,in,Summer,NA,2007,2007/2008
Reading FC,Simon Church,19,Centre-Forward,Yeovil Town,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,Jem Karacan,19,Central Midfield,Millwall,"End of loanMay 31, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,Alex Pearce,19,Centre-Back,Norwich,"End of loanMay 31, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,James Henry,18,Right Midfield,Norwich,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,Alan Bennett,26,Centre-Back,Brentford,"End of loanMay 7, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,Hal Robson-Kanu,19,Centre-Forward,Southend United,"End of loanMay 31, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,Aaron Brown,24,Centre-Back,Walsall,"End of loanMay 31, 2008",Loan,in,Summer,NA,2007,2007/2008
Reading FC,Sam Sodje,28,Centre-Back,Charlton,"End of loanMay 1, 2008",Loan,in,Summer,NA,2007,2007/2008
